op_carrier_fl_num,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,origin_state_nm,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,origin,carrier_delay,dest,weather_delay,nas_delay,security_delay,late_aircraft_delay
948,"Dallas, TX","Denver, CO",,2024,11,24,7,2024/11/24,WN,Texas,Colorado,1355,1400,5,13,1413,1451,5,1500,1456,-4,0,0,125,116,98,651,DAL,0,DEN,0,0,0,0
295,"Richmond, VA","Denver, CO",,2024,4,1,1,2024/4/1,UA,Virginia,Colorado,810,833,23,13,846,1030,8,1009,1038,29,0,0,239,245,224,1482,RIC,23,DEN,0,6,0,0
2925,"Norfolk, VA","Atlanta, GA",,2024,3,25,1,2024/3/25,DL,Virginia,Georgia,1624,1621,-3,13,1634,1803,8,1824,1811,-13,0,0,120,110,89,516,ORF,0,ATL,0,0,0,0
39,"Dallas, TX","Houston, TX",,2024,6,5,3,2024/6/5,WN,Texas,Texas,1600,1624,24,15,1639,1722,7,1710,1729,19,0,0,70,65,43,239,DAL,4,HOU,0,0,0,15
3673,"Greensboro/High Point, NC","Chicago, IL",,2024,11,17,7,2024/11/17,MQ,North Carolina,Illinois,615,604,-11,13,617,653,8,725,701,-24,0,0,130,117,96,589,GSO,0,ORD,0,0,0,0
2974,"Minneapolis, MN","Phoenix, AZ",,2024,4,14,7,2024/4/14,DL,Minnesota,Arizona,1105,1116,11,11,1127,1218,9,1223,1227,4,0,0,198,191,171,1276,MSP,0,PHX,0,0,0,0
4829,"Sacramento, CA","Palm Springs, CA",,2024,12,4,3,2024/12/4,WN,California,California,1935,1930,-5,8,1938,2047,5,2105,2052,-13,0,0,90,82,69,439,SMF,0,PSP,0,0,0,0
884,"Las Vegas, NV","San Diego, CA",,2024,8,2,5,2024/8/2,WN,Nevada,California,830,826,-4,28,854,937,4,940,941,1,0,0,70,75,43,258,LAS,0,SAN,0,0,0,0
482,"Newark, NJ","Las Vegas, NV",,2024,1,12,5,2024/1/12,UA,New Jersey,Nevada,902,854,-8,22,916,1126,7,1158,1133,-25,0,0,356,339,310,2227,EWR,0,LAS,0,0,0,0
2716,"Tulsa, OK","Dallas/Fort Worth, TX",,2024,1,23,2,2024/1/23,AA,Oklahoma,Texas,1646,1723,37,19,1742,1846,22,1804,1908,64,0,0,78,105,64,237,TUL,0,DFW,0,27,0,37
4983,"Jacksonville, FL","New York, NY",,2024,5,31,5,2024/5/31,9E,Florida,New York,700,655,-5,10,705,902,9,923,911,-12,0,0,143,136,117,828,JAX,0,JFK,0,0,0,0
802,"Raleigh/Durham, NC","Dallas/Fort Worth, TX",,2024,9,13,5,2024/9/13,AA,North Carolina,Texas,820,818,-2,12,830,1000,6,1026,1006,-20,0,0,186,168,150,1061,RDU,0,DFW,0,0,0,0
3377,"New Orleans, LA","Las Vegas, NV",,2024,8,2,5,2024/8/2,NK,Louisiana,Nevada,1128,1139,11,10,1149,1309,6,1312,1315,3,0,0,224,216,200,1500,MSY,0,LAS,0,0,0,0
3729,"Seattle, WA","Sacramento, CA",,2024,2,7,3,2024/2/7,OO,Washington,California,1105,1059,-6,25,1124,1250,3,1259,1253,-6,0,0,114,114,86,605,SEA,0,SMF,0,0,0,0
5276,"Philadelphia, PA","Memphis, TN",,2024,12,5,4,2024/12/5,OH,Pennsylvania,Tennessee,1910,2024,74,19,2043,2206,4,2111,2210,59,0,0,181,166,143,875,PHL,2,MEM,0,0,0,57
288,"Las Vegas, NV","Oakland, CA",,2024,12,12,4,2024/12/12,NK,Nevada,California,1259,1255,-4,14,1309,1418,5,1438,1423,-15,0,0,99,88,69,407,LAS,0,OAK,0,0,0,0
3491,"San Francisco, CA","Los Angeles, CA",,2024,9,5,4,2024/9/5,OO,California,California,1425,1424,-1,16,1440,1538,12,1601,1550,-11,0,0,96,86,58,337,SFO,0,LAX,0,0,0,0
2883,"Dallas, TX","Panama City, FL",,2024,5,5,7,2024/5/5,WN,Texas,Florida,1940,2001,21,13,2014,2136,7,2125,2143,18,0,0,105,102,82,674,DAL,17,ECP,0,0,0,1
1904,"Fort Lauderdale, FL","Baltimore, MD",,2024,2,16,5,2024/2/16,WN,Florida,Maryland,1745,1752,7,16,1808,2008,9,2015,2017,2,0,0,150,145,120,925,FLL,0,BWI,0,0,0,0
3371,"Miami, FL","Fayetteville, AR",,2024,7,19,5,2024/7/19,MQ,Florida,Arkansas,2155,2148,-7,18,2206,2329,5,2359,2334,-25,0,0,184,166,143,1099,MIA,0,XNA,0,0,0,0
2821,"Minneapolis, MN","Baltimore, MD",,2024,6,12,3,2024/6/12,WN,Minnesota,Maryland,1645,1721,36,14,1735,2035,4,2005,2039,34,0,0,140,138,120,936,MSP,11,BWI,0,0,0,23
854,"Phoenix, AZ","Madison, WI",,2024,2,27,2,2024/2/27,AA,Arizona,Wisconsin,1703,1658,-5,17,1715,2035,6,2102,2041,-21,0,0,179,163,140,1396,PHX,0,MSN,0,0,0,0
1385,"Santa Ana, CA","Minneapolis, MN",,2024,5,7,2,2024/5/7,DL,California,Minnesota,800,822,22,15,837,1341,4,1335,1345,10,0,0,215,203,184,1522,SNA,0,MSP,0,0,0,0
5309,"Charlotte, NC","Gainesville, FL",,2024,7,30,2,2024/7/30,OH,North Carolina,Florida,2221,2342,81,16,2358,126,3,2359,129,90,0,0,98,107,88,388,CLT,0,GNV,0,9,0,81
2881,"Dallas/Fort Worth, TX","Chicago, IL",,2024,5,2,4,2024/5/2,AA,Texas,Illinois,1830,2007,97,13,2020,2226,32,2045,2258,133,0,0,135,171,126,802,DFW,4,ORD,0,36,0,93
3339,"Chicago, IL","Baltimore, MD",,2024,12,1,7,2024/12/1,MQ,Illinois,Maryland,1845,2048,123,15,2103,2330,5,2155,2335,100,0,0,130,107,87,622,ORD,5,BWI,0,0,0,95
1091,"Fort Lauderdale, FL","Aguadilla, PR",,2024,5,30,4,2024/5/30,B6,Florida,Puerto Rico,1000,952,-8,14,1006,1203,15,1227,1218,-9,0,0,147,146,117,982,FLL,0,BQN,0,0,0,0
239,"Portland, OR","Denver, CO",,2024,2,21,3,2024/2/21,UA,Oregon,Colorado,853,844,-9,13,857,1201,5,1228,1206,-22,0,0,155,142,124,991,PDX,0,DEN,0,0,0,0
2392,"Corpus Christi, TX","Houston, TX",,2024,1,12,5,2024/1/12,WN,Texas,Texas,1040,1034,-6,29,1103,1140,3,1140,1143,3,0,0,60,69,37,187,CRP,0,HOU,0,0,0,0
239,"Kona, HI","Kahului, HI",,2024,10,15,2,2024/10/15,HA,Hawaii,Hawaii,1018,1010,-8,12,1022,1042,6,1055,1048,-7,0,0,37,38,20,84,KOA,0,OGG,0,0,0,0
1208,"Portland, OR","Los Angeles, CA",,2024,5,21,2,2024/5/21,AS,Oregon,California,1955,1954,-1,14,2008,2200,9,2221,2209,-12,0,0,146,135,112,834,PDX,0,LAX,0,0,0,0
1873,"Houston, TX","Dallas/Fort Worth, TX",,2024,12,16,1,2024/12/16,AA,Texas,Texas,908,903,-5,11,914,958,11,1033,1009,-24,0,0,85,66,44,224,IAH,0,DFW,0,0,0,0
2409,"San Francisco, CA","Los Angeles, CA",,2024,12,1,7,2024/12/1,UA,California,California,1940,1945,5,29,2014,2110,9,2111,2119,8,0,0,91,94,56,337,SFO,0,LAX,0,0,0,0
686,"Memphis, TN","Atlanta, GA",,2024,11,29,5,2024/11/29,DL,Tennessee,Georgia,1746,1747,1,13,1800,1949,10,2010,1959,-11,0,0,84,72,49,332,MEM,0,ATL,0,0,0,0
2452,"Fargo, ND","Minneapolis, MN",,2024,3,14,4,2024/3/14,DL,North Dakota,Minnesota,745,741,-4,21,802,841,5,903,846,-17,0,0,78,65,39,223,FAR,0,MSP,0,0,0,0
109,"Boston, MA","Jacksonville, FL",,2024,6,5,3,2024/6/5,B6,Massachusetts,Florida,700,650,-10,19,709,924,5,955,929,-26,0,0,175,159,135,1010,BOS,0,JAX,0,0,0,0
1556,"Newark, NJ","San Juan, PR",,2024,10,30,3,2024/10/30,UA,New Jersey,Puerto Rico,947,943,-4,19,1002,1317,3,1340,1320,-20,0,0,233,217,195,1608,EWR,0,SJU,0,0,0,0
6428,"Phoenix, AZ","Durango, CO",,2024,12,11,3,2024/12/11,OO,Arizona,Colorado,1635,1719,44,26,1745,1836,5,1753,1841,48,0,0,78,82,51,351,PHX,0,DRO,0,4,0,44
3329,"Los Angeles, CA","San Francisco, CA",,2024,12,4,3,2024/12/4,OO,California,California,1436,1435,-1,14,1449,1543,6,1603,1549,-14,0,0,87,74,54,337,LAX,0,SFO,0,0,0,0
5051,"Phoenix, AZ","San Diego, CA",,2024,11,7,4,2024/11/7,WN,Arizona,California,805,805,0,11,816,804,2,820,806,-14,0,0,75,61,48,304,PHX,0,SAN,0,0,0,0
2002,"Phoenix, AZ","Denver, CO",,2024,2,16,5,2024/2/16,WN,Arizona,Colorado,1510,1544,34,10,1554,1713,7,1655,1720,25,0,0,105,96,79,602,PHX,10,DEN,0,0,0,15
234,"Fairbanks, AK","Seattle, WA",,2024,1,30,2,2024/1/30,AS,Alaska,Washington,700,648,-12,29,717,1133,6,1143,1139,-4,0,0,223,231,196,1533,FAI,0,SEA,0,0,0,0
1902,"Dallas, TX","Denver, CO",,2024,7,9,2,2024/7/9,WN,Texas,Colorado,1025,1024,-1,11,1035,1105,5,1125,1110,-15,0,0,120,106,90,651,DAL,0,DEN,0,0,0,0
1277,"Chicago, IL","Miami, FL",,2024,6,20,4,2024/6/20,AA,Illinois,Florida,1854,1852,-2,30,1922,2255,3,2321,2258,-23,0,0,207,186,153,1197,ORD,0,MIA,0,0,0,0
3770,"Medford, OR","Seattle, WA",,2024,10,14,1,2024/10/14,OO,Oregon,Washington,1730,1725,-5,8,1733,1831,11,1900,1842,-18,0,0,90,77,58,352,MFR,0,SEA,0,0,0,0
1686,"Atlanta, GA","Panama City, FL",,2024,8,25,7,2024/8/25,DL,Georgia,Florida,1837,1831,-6,13,1844,1825,6,1846,1831,-15,0,0,69,60,41,240,ATL,0,ECP,0,0,0,0
3135,"Knoxville, TN","Austin, TX",,2024,1,12,5,2024/1/12,G4,Tennessee,Texas,1315,1418,63,11,1429,1615,7,1457,1622,85,0,0,162,184,166,882,TYS,0,AUS,60,22,0,3
3778,"Minneapolis, MN","Minot, ND",,2024,3,17,7,2024/3/17,OO,Minnesota,North Dakota,1017,1015,-2,51,1106,1215,4,1155,1219,24,0,0,98,124,69,449,MSP,24,MOT,0,0,0,0
3526,"St. Louis, MO","Philadelphia, PA",,2024,7,2,2,2024/7/2,WN,Missouri,Pennsylvania,1935,1954,19,14,2008,2302,7,2245,2309,24,0,0,130,135,114,814,STL,19,PHL,0,5,0,0
1828,"Los Angeles, CA","Atlanta, GA",,2024,4,7,7,2024/4/7,NK,California,Georgia,2349,30,41,15,45,721,9,700,730,30,0,0,251,240,216,1947,LAX,8,ATL,0,1,0,21
1101,"Chicago, IL","Tampa, FL",,2024,3,14,4,2024/3/14,AA,Illinois,Florida,1326,1323,-3,12,1335,1654,9,1704,1703,-1,0,0,158,160,139,1012,ORD,0,TPA,0,0,0,0
5252,"New York, NY","Savannah, GA",,2024,4,10,3,2024/4/10,9E,New York,Georgia,800,754,-6,19,813,1004,3,1035,1007,-28,0,0,155,133,111,718,JFK,0,SAV,0,0,0,0
5003,"New York, NY","Knoxville, TN",,2024,12,25,3,2024/12/25,9E,New York,Tennessee,1250,1244,-6,24,1308,1445,5,1512,1450,-22,0,0,142,126,97,647,LGA,0,TYS,0,0,0,0
5622,"Denver, CO","Lincoln, NE",,2024,12,5,4,2024/12/5,OO,Colorado,Nebraska,1730,1723,-7,19,1742,1945,5,2002,1950,-12,0,0,92,87,63,423,DEN,0,LNK,0,0,0,0
1363,"San Diego, CA","Seattle, WA",,2024,1,17,3,2024/1/17,DL,California,Washington,1855,1847,-8,19,1906,2140,12,2211,2152,-19,0,0,196,185,154,1050,SAN,0,SEA,0,0,0,0
3602,"Ontario, CA","Denver, CO",,2024,5,4,6,2024/5/4,WN,California,Colorado,1120,1156,36,9,1205,1454,5,1435,1459,24,0,0,135,123,109,819,ONT,0,DEN,0,0,0,24
1511,"Chicago, IL","Miami, FL",,2024,7,17,3,2024/7/17,AA,Illinois,Florida,1220,1330,70,14,1344,1733,8,1627,1741,74,0,0,187,191,169,1197,ORD,0,MIA,0,43,0,31
1770,"Fresno, CA","Dallas/Fort Worth, TX",,2024,12,9,1,2024/12/9,AA,California,Texas,1238,1255,17,23,1318,1750,7,1747,1757,10,0,0,189,182,152,1313,FAT,0,DFW,0,0,0,0
3427,"San Francisco, CA","San Diego, CA",,2024,3,13,3,2024/3/13,OO,California,California,1620,1617,-3,14,1631,1743,3,1754,1746,-8,0,0,94,89,72,447,SFO,0,SAN,0,0,0,0
2130,"Philadelphia, PA","Phoenix, AZ",,2024,5,21,2,2024/5/21,AA,Pennsylvania,Arizona,1744,1744,0,15,1759,1940,5,1950,1945,-5,0,0,306,301,281,2075,PHL,0,PHX,0,0,0,0
107,"Kona, HI","Honolulu, HI",,2024,7,4,4,2024/7/4,HA,Hawaii,Hawaii,600,553,-7,11,604,633,7,647,640,-7,0,0,47,47,29,163,KOA,0,HNL,0,0,0,0
2960,"Sacramento, CA","Las Vegas, NV",,2024,2,24,6,2024/2/24,WN,California,Nevada,1955,2008,13,12,2020,2120,4,2120,2124,4,0,0,85,76,60,397,SMF,0,LAS,0,0,0,0
2114,"Minneapolis, MN","Los Angeles, CA",,2024,10,3,4,2024/10/3,DL,Minnesota,California,1255,1253,-2,24,1317,1438,13,1457,1451,-6,0,0,242,238,201,1535,MSP,0,LAX,0,0,0,0
3975,"Chicago, IL","Rapid City, SD",,2024,6,9,7,2024/6/9,MQ,Illinois,South Dakota,1242,1258,16,11,1309,1410,3,1406,1413,7,0,0,144,135,121,779,ORD,0,RAP,0,0,0,0
1668,"Cincinnati, OH","Tampa, FL",,2024,7,22,1,2024/7/22,F9,Kentucky,Florida,615,608,-7,15,623,826,9,830,835,5,0,0,135,147,123,773,CVG,0,TPA,0,0,0,0
3337,"Dallas/Fort Worth, TX","Wichita, KS",,2024,5,8,3,2024/5/8,MQ,Texas,Kansas,1831,1843,12,14,1857,1950,3,1950,1953,3,0,0,79,70,53,328,DFW,0,ICT,0,0,0,0
2638,"Austin, TX","Detroit, MI",,2024,4,19,5,2024/4/19,DL,Texas,Michigan,1540,1656,76,16,1712,2026,23,1935,2049,74,0,0,175,173,134,1149,AUS,0,DTW,0,0,0,74
4781,"Las Vegas, NV","San Jose, CA",,2024,9,26,4,2024/9/26,WN,Nevada,California,1405,1400,-5,18,1418,1516,3,1545,1519,-26,0,0,100,79,58,386,LAS,0,SJC,0,0,0,0
386,"Seattle, WA","Minneapolis, MN",,2024,10,24,4,2024/10/24,AS,Washington,Minnesota,1845,1905,20,22,1927,5,5,2359,10,11,0,0,194,185,158,1399,SEA,0,MSP,0,0,0,0
2535,"Salt Lake City, UT","Santa Ana, CA",,2024,1,1,1,2024/1/1,DL,Utah,California,1531,1525,-6,20,1545,1610,7,1636,1617,-19,0,0,125,112,85,588,SLC,0,SNA,0,0,0,0
2924,"Los Angeles, CA","New York, NY",,2024,2,28,3,2024/2/28,B6,California,New York,2236,2233,-3,29,2302,648,16,700,704,4,0,0,324,331,286,2475,LAX,0,JFK,0,0,0,0
391,"Atlanta, GA","Reno, NV",,2024,7,9,2,2024/7/9,DL,Georgia,Nevada,1933,1951,18,18,2009,2120,5,2108,2125,17,0,0,275,274,251,1993,ATL,12,RNO,2,0,0,3
2048,"Las Vegas, NV","Los Angeles, CA",,2024,4,11,4,2024/4/11,NK,Nevada,California,2334,2328,-6,15,2343,28,8,53,36,-17,0,0,79,68,45,236,LAS,0,LAX,0,0,0,0
2701,"Dallas/Fort Worth, TX","Las Vegas, NV",,2024,7,14,7,2024/7/14,NK,Texas,Nevada,1210,1217,7,17,1234,1249,13,1305,1302,-3,0,0,175,165,135,1055,DFW,0,LAS,0,0,0,0
5114,"Raleigh/Durham, NC","Nashville, TN",,2024,6,30,7,2024/6/30,9E,North Carolina,Tennessee,725,715,-10,15,730,737,13,810,750,-20,0,0,105,95,67,442,RDU,0,BNA,0,0,0,0
2111,"Dallas/Fort Worth, TX","San Francisco, CA",,2024,9,12,4,2024/9/12,AA,Texas,California,2105,2129,24,19,2148,2300,32,2255,2332,37,0,0,230,243,192,1464,DFW,24,SFO,0,13,0,0
1828,"Dallas/Fort Worth, TX","Fresno, CA",,2024,1,31,3,2024/1/31,AA,Texas,California,817,811,-6,11,822,923,7,953,930,-23,0,0,216,199,181,1313,DFW,0,FAT,0,0,0,0
169,"Albany, NY","Orlando, FL",,2024,1,29,1,2024/1/29,WN,New York,Florida,1605,1644,39,10,1654,1919,6,1910,1925,15,0,0,185,161,145,1073,ALB,3,MCO,0,0,0,12
5334,"Philadelphia, PA","Knoxville, TN",,2024,9,3,2,2024/9/3,OH,Pennsylvania,Tennessee,1412,1402,-10,25,1427,1551,5,1605,1556,-9,0,0,113,114,84,554,PHL,0,TYS,0,0,0,0
4704,"Phoenix, AZ","St. Louis, MO",,2024,5,24,5,2024/5/24,WN,Arizona,Missouri,2055,2104,9,10,2114,129,7,145,136,-9,0,0,170,152,135,1262,PHX,0,STL,0,0,0,0
3789,"Seattle, WA","San Jose, CA",,2024,6,18,2,2024/6/18,OO,Washington,California,1135,1155,20,40,1235,1414,3,1355,1417,22,0,0,140,142,99,696,SEA,0,SJC,20,2,0,0
2162,"Birmingham, AL","Atlanta, GA",,2024,8,1,4,2024/8/1,DL,Alabama,Georgia,520,516,-4,14,530,703,6,724,709,-15,0,0,64,53,33,134,BHM,0,ATL,0,0,0,0
2208,"West Palm Beach/Palm Beach, FL","Charlotte, NC",,2024,4,7,7,2024/4/7,AA,Florida,North Carolina,1345,1341,-4,36,1417,1545,5,1545,1550,5,0,0,120,129,88,590,PBI,0,CLT,0,0,0,0
5463,"Charlotte, NC","Richmond, VA",,2024,5,26,7,2024/5/26,OH,North Carolina,Virginia,1441,1519,38,23,1542,1624,4,1600,1628,28,0,0,79,69,42,257,CLT,12,RIC,0,0,0,16
1282,"Las Vegas, NV","Minneapolis, MN",,2024,9,21,6,2024/9/21,DL,Nevada,Minnesota,605,601,-4,14,615,1051,4,1114,1055,-19,0,0,189,174,156,1299,LAS,0,MSP,0,0,0,0
3021,"Atlanta, GA","Dallas/Fort Worth, TX",,2024,4,29,1,2024/4/29,F9,Georgia,Texas,1837,1948,71,20,2008,2103,14,2028,2117,49,0,0,171,149,115,731,ATL,0,DFW,0,0,0,49
204,"Lihue, HI","Honolulu, HI",,2024,11,30,6,2024/11/30,HA,Hawaii,Hawaii,1110,1103,-7,8,1111,1131,6,1152,1137,-15,0,0,42,34,20,102,LIH,0,HNL,0,0,0,0
1592,"Omaha, NE","Denver, CO",,2024,4,22,1,2024/4/22,UA,Nebraska,Colorado,1410,1401,-9,20,1421,1436,9,1452,1445,-7,0,0,102,104,75,472,OMA,0,DEN,0,0,0,0
2695,"Minneapolis, MN","New Orleans, LA",,2024,8,11,7,2024/8/11,DL,Minnesota,Louisiana,1423,1516,53,15,1531,1743,4,1707,1747,40,0,0,164,151,132,1039,MSP,40,MSY,0,0,0,0
3611,"Dallas, TX","Phoenix, AZ",,2024,8,24,6,2024/8/24,WN,Texas,Arizona,1000,957,-3,20,1017,1017,4,1030,1021,-9,0,0,150,144,120,879,DAL,0,PHX,0,0,0,0
3926,"Detroit, MI","Elmira/Corning, NY",,2024,5,4,6,2024/5/4,OO,Michigan,New York,1223,1213,-10,16,1229,1322,4,1338,1326,-12,0,0,75,73,53,332,DTW,0,ELM,0,0,0,0
5492,"New York, NY","Providence, RI",,2024,4,23,2,2024/4/23,9E,New York,Rhode Island,2150,2139,-11,18,2157,2230,6,2257,2236,-21,0,0,67,57,33,143,LGA,0,PVD,0,0,0,0
4957,"Dallas/Fort Worth, TX","Wichita, KS",,2024,9,10,2,2024/9/10,OO,Texas,Kansas,1420,1413,-7,20,1433,1526,5,1546,1531,-15,0,0,86,78,53,328,DFW,0,ICT,0,0,0,0
4994,"New Orleans, LA","Tampa, FL",,2024,5,22,3,2024/5/22,WN,Louisiana,Florida,1255,1348,53,10,1358,1608,5,1530,1613,43,0,0,95,85,70,488,MSY,0,TPA,0,0,0,43
823,"Atlanta, GA","San Francisco, CA",,2024,2,20,2,2024/2/20,DL,Georgia,California,1515,1525,10,17,1542,1809,5,1745,1814,29,0,0,330,349,327,2139,ATL,0,SFO,0,29,0,0
1463,"San Diego, CA","Oakland, CA",,2024,7,19,5,2024/7/19,WN,California,California,1740,1759,19,23,1822,1923,3,1910,1926,16,0,0,90,87,61,446,SAN,5,OAK,0,0,0,11
2758,"Los Angeles, CA","Chicago, IL",,2024,10,22,2,2024/10/22,AA,California,Illinois,2308,2302,-6,18,2320,439,13,520,452,-28,0,0,252,230,199,1744,LAX,0,ORD,0,0,0,0
1527,"Kahului, HI","Honolulu, HI",,2024,3,18,1,2024/3/18,WN,Hawaii,Hawaii,1905,1902,-3,9,1911,1936,5,1950,1941,-9,0,0,45,39,25,100,OGG,0,HNL,0,0,0,0
3517,"Tampa, FL","Denver, CO",,2024,10,1,2,2024/10/1,F9,Florida,Colorado,1111,1113,2,27,1140,1303,16,1314,1319,5,0,0,243,246,203,1506,TPA,0,DEN,0,0,0,0
5615,"Boston, MA","Louisville, KY",,2024,10,2,3,2024/10/2,YX,Massachusetts,Kentucky,935,930,-5,10,940,1143,8,1209,1151,-18,0,0,154,141,123,829,BOS,0,SDF,0,0,0,0
5037,"Nashville, TN","Savannah, GA",,2024,7,1,1,2024/7/1,WN,Tennessee,Georgia,1620,1616,-4,20,1636,1837,4,1845,1841,-4,0,0,85,85,61,417,BNA,0,SAV,0,0,0,0
667,"Baltimore, MD","Dallas/Fort Worth, TX",,2024,5,21,2,2024/5/21,NK,Maryland,Texas,2202,2245,43,11,2256,47,7,20,54,34,0,0,198,189,171,1217,BWI,0,DFW,0,34,0,0
4882,"Seattle, WA","Los Angeles, CA",,2024,9,2,1,2024/9/2,OO,Washington,California,1646,1636,-10,17,1653,1906,10,1940,1916,-24,0,0,174,160,133,954,SEA,0,LAX,0,0,0,0
2622,"Hartford, CT","Charlotte, NC",,2024,5,1,3,2024/5/1,AA,Connecticut,North Carolina,951,952,1,9,1001,1136,4,1207,1140,-27,0,0,136,108,95,644,BDL,0,CLT,0,0,0,0
1887,"Charlotte, NC","Los Angeles, CA",,2024,12,21,6,2024/12/21,AA,North Carolina,California,1503,1531,28,13,1544,1716,6,1729,1722,-7,0,0,326,291,272,2125,CLT,0,LAX,0,0,0,0
1158,"Phoenix, AZ","Charlotte, NC",,2024,8,19,1,2024/8/19,AA,Arizona,North Carolina,620,619,-1,12,631,1302,8,1331,1310,-21,0,0,251,231,211,1773,PHX,0,CLT,0,0,0,0
1735,"Charlotte, NC","Grand Rapids, MI",,2024,11,10,7,2024/11/10,AA,North Carolina,Michigan,1625,1621,-4,12,1633,1754,5,1819,1759,-20,0,0,114,98,81,583,CLT,0,GRR,0,0,0,0
302,"Oakland, CA","Phoenix, AZ",,2024,3,23,6,2024/3/23,WN,California,Arizona,1330,1337,7,12,1349,1516,7,1525,1523,-2,0,0,115,106,87,646,OAK,0,PHX,0,0,0,0
3259,"Pittsburgh, PA","Houston, TX",,2024,8,5,1,2024/8/5,NK,Pennsylvania,Texas,1143,1140,-3,12,1152,1317,42,1344,1359,15,0,0,181,199,145,1117,PIT,0,IAH,0,15,0,0
3335,"Chicago, IL","Minneapolis, MN",,2024,4,25,4,2024/4/25,WN,Illinois,Minnesota,740,735,-5,9,744,850,8,905,858,-7,0,0,85,83,66,349,MDW,0,MSP,0,0,0,0
1295,"Sioux Falls, SD","Dallas/Fort Worth, TX",,2024,3,18,1,2024/3/18,AA,South Dakota,Texas,1310,1315,5,12,1327,1506,12,1532,1518,-14,0,0,142,123,99,737,FSD,0,DFW,0,0,0,0
5247,"Chattanooga, TN","Detroit, MI",,2024,10,25,5,2024/10/25,9E,Tennessee,Michigan,1725,1719,-6,18,1737,1900,11,1915,1911,-4,0,0,110,112,83,505,CHA,0,DTW,0,0,0,0
1226,"Seattle, WA","San Jose, CA",,2024,9,6,5,2024/9/6,AS,Washington,California,650,641,-9,24,705,850,5,904,855,-9,0,0,134,134,105,696,SEA,0,SJC,0,0,0,0
53,"New York, NY","West Palm Beach/Palm Beach, FL",,2024,10,9,3,2024/10/9,B6,New York,Florida,1355,1354,-1,19,1413,1712,3,1705,1715,10,0,0,190,201,179,1028,JFK,0,PBI,0,0,0,0
2976,"Chicago, IL","Charlotte, NC",,2024,6,6,4,2024/6/6,AA,Illinois,North Carolina,2038,2146,68,14,2200,20,10,2347,30,43,0,0,129,104,80,599,ORD,43,CLT,0,0,0,0
3860,"Minneapolis, MN","Rochester, MN",,2024,10,26,6,2024/10/26,OO,Minnesota,Minnesota,2140,2136,-4,14,2150,2209,2,2224,2211,-13,0,0,44,35,19,76,MSP,0,RST,0,0,0,0
1041,"Detroit, MI","Dallas/Fort Worth, TX",,2024,6,1,6,2024/6/1,DL,Michigan,Texas,1250,1254,4,10,1304,1458,10,1441,1508,27,0,0,171,194,174,986,DTW,0,DFW,0,27,0,0
2303,"Hartford, CT","Nashville, TN",,2024,8,18,7,2024/8/18,WN,Connecticut,Tennessee,2010,2151,101,16,2207,2315,6,2135,2321,106,0,0,145,150,128,852,BDL,0,BNA,15,5,0,86
1276,"Houston, TX","Chicago, IL",,2024,8,20,2,2024/8/20,UA,Texas,Illinois,1005,1001,-4,19,1020,1225,9,1252,1234,-18,0,0,167,153,125,925,IAH,0,ORD,0,0,0,0
3785,"Wilmington, NC","Dallas/Fort Worth, TX",,2024,4,21,7,2024/4/21,MQ,North Carolina,Texas,645,644,-1,17,701,849,15,910,904,-6,0,0,205,200,168,1106,ILM,0,DFW,0,0,0,0
1499,"Houston, TX","Newark, NJ",,2024,11,9,6,2024/11/9,UA,Texas,New Jersey,1200,1209,9,20,1229,1611,7,1625,1618,-7,0,0,205,189,162,1400,IAH,0,EWR,0,0,0,0
3389,"Islip, NY","Fort Lauderdale, FL",,2024,6,4,2,2024/6/4,F9,New York,Florida,903,853,-10,26,919,1142,7,1207,1149,-18,0,0,184,176,143,1092,ISP,0,FLL,0,0,0,0
1093,"West Palm Beach/Palm Beach, FL","Boston, MA",,2024,12,17,2,2024/12/17,DL,Florida,Massachusetts,1115,1108,-7,13,1121,1356,5,1422,1401,-21,0,0,187,173,155,1197,PBI,0,BOS,0,0,0,0
2026,"Atlanta, GA","Raleigh/Durham, NC",,2024,8,4,7,2024/8/4,DL,Georgia,North Carolina,1257,1253,-4,16,1309,1405,4,1422,1409,-13,0,0,85,76,56,356,ATL,0,RDU,0,0,0,0
2360,"Dallas/Fort Worth, TX","Tulsa, OK",,2024,8,22,4,2024/8/22,AA,Texas,Oklahoma,1639,1637,-2,13,1650,1735,5,1745,1740,-5,0,0,66,63,45,237,DFW,0,TUL,0,0,0,0
447,"Los Angeles, CA","San Francisco, CA",,2024,5,25,6,2024/5/25,UA,California,California,1045,1052,7,16,1108,1202,5,1220,1207,-13,0,0,95,75,54,337,LAX,0,SFO,0,0,0,0
1102,"Salt Lake City, UT","Santa Barbara, CA",,2024,12,21,6,2024/12/21,DL,Utah,California,1120,1117,-3,18,1135,1218,6,1230,1224,-6,0,0,130,127,103,615,SLC,0,SBA,0,0,0,0
