op_carrier_fl_num,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,origin_state_nm,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,origin,carrier_delay,dest,weather_delay,nas_delay,security_delay,late_aircraft_delay
1916,"Burbank, CA","Sacramento, CA",,2024,9,26,4,2024/9/26,WN,California,California,1250,1248,-2,28,1316,1408,16,1410,1424,14,0,0,80,96,52,358,BUR,0,SMF,0,0,0,0
3692,"Norfolk, VA","Washington, DC",,2024,12,16,1,2024/12/16,YX,Virginia,Virginia,620,616,-4,10,626,707,5,724,712,-12,0,0,64,56,41,157,ORF,0,IAD,0,0,0,0
1416,"Omaha, NE","Chicago, IL",,2024,2,2,5,2024/2/2,WN,Nebraska,Illinois,1125,1124,-1,9,1133,1241,3,1250,1244,-6,0,0,85,80,68,423,OMA,0,MDW,0,0,0,0
1204,"Honolulu, HI","San Jose, CA",,2024,9,14,6,2024/9/14,WN,Hawaii,California,1210,1210,0,15,1225,1950,4,2015,1954,-21,0,0,305,284,265,2417,HNL,0,SJC,0,0,0,0
1914,"San Francisco, CA","Phoenix, AZ",,2024,4,1,1,2024/4/1,AA,California,Arizona,1850,2016,86,25,2041,2216,10,2051,2226,95,0,0,121,130,95,651,SFO,0,PHX,0,9,0,86
239,"San Antonio, TX","St. Louis, MO",,2024,6,25,2,2024/6/25,WN,Texas,Missouri,1635,1632,-3,11,1643,1856,6,1840,1902,22,0,0,125,150,133,786,SAT,0,STL,0,22,0,0
2629,"Atlanta, GA","Wilmington, NC",,2024,3,22,5,2024/3/22,DL,Georgia,North Carolina,2210,2256,46,16,2312,18,8,2327,26,59,0,0,77,90,66,377,ATL,46,ILM,0,13,0,0
2053,"San Antonio, TX","Phoenix, AZ",,2024,7,5,5,2024/7/5,AA,Texas,Arizona,900,917,17,14,931,923,3,916,926,10,0,0,136,129,112,843,SAT,0,PHX,0,0,0,0
1700,"Orlando, FL","Miami, FL",,2024,11,11,1,2024/11/11,AA,Florida,Florida,1852,1900,8,12,1912,1952,6,2005,1958,-7,0,0,73,58,40,192,MCO,0,MIA,0,0,0,0
5431,"Lincoln, NE","Denver, CO",,2024,9,12,4,2024/9/12,OO,Nebraska,Colorado,1721,1717,-4,42,1759,1812,6,1815,1818,3,0,0,114,121,73,423,LNK,0,DEN,0,0,0,0
473,"St. Louis, MO","Seattle, WA",,2024,7,19,5,2024/7/19,AS,Missouri,Washington,700,720,20,18,738,929,19,925,948,23,0,0,265,268,231,1709,STL,20,SEA,0,3,0,0
3956,"Salt Lake City, UT","Kalispell, MT",,2024,7,19,5,2024/7/19,OO,Utah,Montana,1105,1110,5,22,1132,1254,6,1252,1300,8,0,0,107,110,82,531,SLC,0,FCA,0,0,0,0
3957,"Nashville, TN","San Antonio, TX",,2024,2,12,1,2024/2/12,WN,Tennessee,Texas,2050,2051,1,11,2102,2307,5,2325,2312,-13,0,0,155,141,125,822,BNA,0,SAT,0,0,0,0
1688,"Charlotte, NC","Phoenix, AZ",,2024,11,17,7,2024/11/17,AA,North Carolina,Arizona,1625,1623,-2,13,1636,1842,5,1906,1847,-19,0,0,281,264,246,1773,CLT,0,PHX,0,0,0,0
2605,"Miami, FL","Chicago, IL",,2024,4,5,5,2024/4/5,WN,Florida,Illinois,625,624,-1,11,635,819,4,840,823,-17,0,0,195,179,164,1182,MIA,0,MDW,0,0,0,0
699,"Austin, TX","Phoenix, AZ",,2024,10,26,6,2024/10/26,AA,Texas,Arizona,1857,1847,-10,10,1857,1904,8,1931,1912,-19,0,0,154,145,127,872,AUS,0,PHX,0,0,0,0
1919,"New York, NY","New Orleans, LA",,2024,1,5,5,2024/1/5,B6,New York,Louisiana,1445,1439,-6,19,1458,1645,32,1732,1717,-15,0,0,227,218,167,1183,LGA,0,MSY,0,0,0,0
1601,"Ontario, CA","Sacramento, CA",,2024,9,5,4,2024/9/5,WN,California,California,1625,1622,-3,7,1629,1728,3,1745,1731,-14,0,0,80,69,59,390,ONT,0,SMF,0,0,0,0
1468,"Miami, FL","San Antonio, TX",,2024,9,19,4,2024/9/19,AA,Florida,Texas,2110,2109,-1,38,2147,2318,4,2320,2322,2,0,0,190,193,151,1143,MIA,0,SAT,0,0,0,0
1079,"Washington, DC","Fort Lauderdale, FL",,2024,8,28,3,2024/8/28,B6,Virginia,Florida,1045,1034,-11,19,1053,1306,4,1320,1310,-10,0,0,155,156,133,899,DCA,0,FLL,0,0,0,0
5121,"Orlando, FL","Atlanta, GA",,2024,4,6,6,2024/4/6,WN,Florida,Georgia,1830,1844,14,12,1856,2001,6,2005,2007,2,0,0,95,83,65,404,MCO,0,ATL,0,0,0,0
737,"Seattle, WA","San Francisco, CA",,2024,6,19,3,2024/6/19,UA,Washington,California,1143,1157,14,34,1231,1412,6,1400,1418,18,0,0,137,141,101,679,SEA,2,SFO,0,4,0,12
3087,"Baltimore, MD","Chicago, IL",,2024,9,15,7,2024/9/15,F9,Maryland,Illinois,1529,1558,29,13,1611,1639,7,1625,1646,21,0,0,116,108,88,611,BWI,9,MDW,0,0,0,12
1129,"Atlanta, GA","Houston, TX",,2024,8,28,3,2024/8/28,UA,Georgia,Texas,730,722,-8,21,743,816,9,845,825,-20,0,0,135,123,93,689,ATL,0,IAH,0,0,0,0
3062,"Las Vegas, NV","Birmingham, AL",,2024,12,21,6,2024/12/21,WN,Nevada,Alabama,920,921,1,14,935,1446,2,1450,1448,-2,0,0,210,207,191,1618,LAS,0,BHM,0,0,0,0
4858,"Portland, OR","Phoenix, AZ",,2024,4,21,7,2024/4/21,OO,Oregon,Arizona,845,837,-8,10,847,1056,6,1123,1102,-21,0,0,158,145,129,1009,PDX,0,PHX,0,0,0,0
3736,"Cleveland, OH","Fort Lauderdale, FL",,2024,8,11,7,2024/8/11,F9,Ohio,Florida,610,610,0,11,621,838,17,857,855,-2,0,0,167,165,137,1062,CLE,0,FLL,0,0,0,0
2045,"Tampa, FL","Washington, DC",,2024,3,15,5,2024/3/15,UA,Florida,Virginia,1901,1901,0,16,1917,2105,5,2120,2110,-10,0,0,139,129,108,811,TPA,0,IAD,0,0,0,0
711,"Chicago, IL","Denver, CO",,2024,10,22,2,2024/10/22,UA,Illinois,Colorado,714,916,122,20,936,1044,8,857,1052,115,0,0,163,156,128,888,ORD,37,DEN,0,0,0,78
4893,"Yuma, AZ","Phoenix, AZ",,2024,11,29,5,2024/11/29,OO,Arizona,Arizona,630,626,-4,12,638,708,9,732,717,-15,0,0,62,51,30,160,YUM,0,PHX,0,0,0,0
3905,"Missoula, MT","Chicago, IL",,2024,8,8,4,2024/8/8,MQ,Montana,Illinois,1237,1252,15,16,1308,1637,18,1653,1655,2,0,0,196,183,149,1332,MSO,0,ORD,0,0,0,0
3504,"Dallas/Fort Worth, TX","Midland/Odessa, TX",,2024,5,18,6,2024/5/18,MQ,Texas,Texas,820,817,-3,14,831,920,22,949,942,-7,0,0,89,85,49,309,DFW,0,MAF,0,0,0,0
5421,"Moline, IL","Charlotte, NC",,2024,2,2,5,2024/2/2,OH,Illinois,North Carolina,655,643,-12,16,659,944,20,1013,1004,-9,0,0,138,141,105,674,MLI,0,CLT,0,0,0,0
393,"Orlando, FL","Norfolk, VA",,2024,9,15,7,2024/9/15,WN,Florida,Virginia,1245,1251,6,11,1302,1431,4,1440,1435,-5,0,0,115,104,89,655,MCO,0,ORF,0,0,0,0
2104,"Houston, TX","Newark, NJ",,2024,7,11,4,2024/7/11,UA,Texas,New Jersey,1830,1827,-3,20,1847,2239,8,2305,2247,-18,0,0,215,200,172,1400,IAH,0,EWR,0,0,0,0
1289,"San Francisco, CA","Seattle, WA",,2024,6,30,7,2024/6/30,AS,California,Washington,1115,1110,-5,23,1133,1310,8,1327,1318,-9,0,0,132,128,97,679,SFO,0,SEA,0,0,0,0
4465,"Nashville, TN","Las Vegas, NV",,2024,7,26,5,2024/7/26,WN,Tennessee,Nevada,2245,2241,-4,13,2254,17,8,40,25,-15,0,0,235,224,203,1587,BNA,0,LAS,0,0,0,0
2340,"Tulsa, OK","Dallas/Fort Worth, TX",,2024,7,3,3,2024/7/3,AA,Oklahoma,Texas,754,754,0,11,805,849,16,910,905,-5,0,0,76,71,44,237,TUL,0,DFW,0,0,0,0
2465,"Buffalo, NY","Fort Lauderdale, FL",,2024,6,30,7,2024/6/30,B6,New York,Florida,857,1026,89,11,1037,1307,5,1151,1312,81,0,0,174,166,150,1166,BUF,23,FLL,0,0,0,58
2219,"San Juan, PR","Newark, NJ",,2024,10,31,4,2024/10/31,UA,Puerto Rico,New Jersey,105,100,-5,15,115,452,8,522,500,-22,0,0,257,240,217,1608,SJU,0,EWR,0,0,0,0
2044,"Midland/Odessa, TX","Dallas, TX",,2024,4,29,1,2024/4/29,WN,Texas,Texas,1505,1458,-7,13,1511,1607,3,1625,1610,-15,0,0,80,72,56,319,MAF,0,DAL,0,0,0,0
2636,"Reno, NV","San Jose, CA",,2024,3,18,1,2024/3/18,WN,Nevada,California,1900,1854,-6,9,1903,1941,4,2005,1945,-20,0,0,65,51,38,188,RNO,0,SJC,0,0,0,0
3643,"Chicago, IL","Nashville, TN",,2024,3,6,3,2024/3/6,WN,Illinois,Tennessee,545,540,-5,13,553,700,5,725,705,-20,0,0,100,85,67,409,ORD,0,BNA,0,0,0,0
2725,"Washington, DC","Charlotte, NC",,2024,6,27,4,2024/6/27,AA,Virginia,North Carolina,1501,1512,11,21,1533,1628,5,1645,1633,-12,0,0,104,81,55,331,DCA,0,CLT,0,0,0,0
1098,"Fort Lauderdale, FL","Dallas/Fort Worth, TX",,2024,10,13,7,2024/10/13,NK,Florida,Texas,1300,1254,-6,21,1315,1449,14,1512,1503,-9,0,0,192,189,154,1119,FLL,0,DFW,0,0,0,0
2625,"Raleigh/Durham, NC","Fort Lauderdale, FL",,2024,2,26,1,2024/2/26,B6,North Carolina,Florida,600,603,3,29,632,757,6,809,803,-6,0,0,129,120,85,680,RDU,0,FLL,0,0,0,0
5269,"Charlotte, NC","Nashville, TN",,2024,4,19,5,2024/4/19,OH,North Carolina,Tennessee,1434,1429,-5,20,1449,1448,16,1508,1504,-4,0,0,94,95,59,328,CLT,0,BNA,0,0,0,0
4116,"Hartford, CT","Chicago, IL",,2024,7,25,4,2024/7/25,WN,Connecticut,Illinois,1250,1249,-1,10,1259,1359,3,1410,1402,-8,0,0,140,133,120,776,BDL,0,MDW,0,0,0,0
2669,"San Antonio, TX","Minneapolis, MN",,2024,6,16,7,2024/6/16,DL,Texas,Minnesota,1134,1131,-3,13,1144,1405,8,1431,1413,-18,0,0,177,162,141,1097,SAT,0,MSP,0,0,0,0
2785,"Las Vegas, NV","Des Moines, IA",,2024,4,24,3,2024/4/24,WN,Nevada,Iowa,1135,1127,-8,16,1143,1559,22,1630,1621,-9,0,0,175,174,136,1216,LAS,0,DSM,0,0,0,0
2972,"Sanford, FL","Evansville, IN",,2024,2,15,4,2024/2/15,G4,Florida,Indiana,1830,1909,39,16,1925,2027,5,1941,2032,51,0,0,131,143,122,734,SFB,13,EVV,0,12,0,26
3544,"Houston, TX","Dallas/Fort Worth, TX",,2024,12,4,3,2024/12/4,MQ,Texas,Texas,602,556,-6,11,607,716,11,728,727,-1,0,0,86,91,69,247,HOU,0,DFW,0,0,0,0
799,"Sacramento, CA","Burbank, CA",,2024,12,1,7,2024/12/1,WN,California,California,2035,2029,-6,8,2037,2133,23,2155,2156,1,0,0,80,87,56,358,SMF,0,BUR,0,0,0,0
5279,"San Luis Obispo, CA","Denver, CO",,2024,12,31,2,2024/12/31,OO,California,Colorado,1247,1247,0,23,1310,1609,11,1630,1620,-10,0,0,163,153,119,931,SBP,0,DEN,0,0,0,0
1141,"Honolulu, HI","San Francisco, CA",,2024,12,30,1,2024/12/30,UA,Hawaii,California,1425,1419,-6,24,1443,2125,6,2135,2131,-4,0,0,310,312,282,2398,HNL,0,SFO,0,0,0,0
5132,"Myrtle Beach, SC","Charlotte, NC",,2024,3,9,6,2024/3/9,OH,South Carolina,North Carolina,635,623,-12,13,636,720,9,751,729,-22,0,0,76,66,44,157,MYR,0,CLT,0,0,0,0
5614,"New York, NY","Washington, DC",,2024,3,18,1,2024/3/18,YX,New York,Virginia,1645,1644,-1,23,1707,1758,16,1811,1814,3,0,0,86,90,51,214,LGA,0,DCA,0,0,0,0
2723,"Sarasota/Bradenton, FL","Atlanta, GA",,2024,6,2,7,2024/6/2,DL,Florida,Georgia,1239,1232,-7,19,1251,1404,12,1417,1416,-1,0,0,98,104,73,444,SRQ,0,ATL,0,0,0,0
923,"Boston, MA","Atlanta, GA",,2024,3,23,6,2024/3/23,DL,Massachusetts,Georgia,715,708,-7,22,730,955,8,1025,1003,-22,0,0,190,175,145,946,BOS,0,ATL,0,0,0,0
1281,"Cincinnati, OH","Baltimore, MD",,2024,2,5,1,2024/2/5,WN,Kentucky,Maryland,710,707,-3,16,723,826,6,840,832,-8,0,0,90,85,63,430,CVG,0,BWI,0,0,0,0
1273,"New York, NY","Charleston, SC",,2024,5,21,2,2024/5/21,B6,New York,South Carolina,710,700,-10,23,723,856,9,920,905,-15,0,0,130,125,93,636,JFK,0,CHS,0,0,0,0
2659,"Dallas/Fort Worth, TX","Santa Ana, CA",,2024,12,27,5,2024/12/27,AA,Texas,California,1437,1434,-3,27,1501,1600,7,1600,1607,7,0,0,203,213,179,1205,DFW,0,SNA,0,0,0,0
5770,"New York, NY","Washington, DC",,2024,12,6,5,2024/12/6,YX,New York,Virginia,630,629,-1,17,646,734,6,755,740,-15,0,0,85,71,48,214,LGA,0,DCA,0,0,0,0
566,"Las Vegas, NV","Indianapolis, IN",,2024,6,6,4,2024/6/6,NK,Nevada,Indiana,2253,2347,54,14,1,600,11,533,611,38,0,0,220,204,179,1590,LAS,11,IND,0,27,0,0
1094,"San Francisco, CA","Denver, CO",,2024,4,2,2,2024/4/2,F9,California,Colorado,47,58,11,17,115,432,9,420,441,21,0,0,153,163,137,967,SFO,11,DEN,0,10,0,0
62,"Houston, TX","Dallas, TX",,2024,1,15,1,2024/1/15,WN,Texas,Texas,2130,2302,92,29,2331,12,59,2235,111,156,0,0,65,129,41,239,HOU,0,DAL,0,64,0,92
845,"Charlotte, NC","Ontario, CA",,2024,7,11,4,2024/7/11,AA,North Carolina,California,2115,2117,2,16,2133,2243,6,2300,2249,-11,0,0,285,272,250,2078,CLT,0,ONT,0,0,0,0
2093,"New York, NY","Tampa, FL",,2024,1,23,2,2024/1/23,DL,New York,Florida,1200,1200,0,20,1220,1455,4,1457,1459,2,0,0,177,179,155,1005,JFK,0,TPA,0,0,0,0
697,"Lihue, HI","Phoenix, AZ",,2024,1,2,2,2024/1/2,AA,Hawaii,Arizona,2130,2206,36,21,2227,707,3,635,710,35,0,0,365,364,340,2979,LIH,35,PHX,0,0,0,0
1470,"Atlanta, GA","Kansas City, MO",,2024,10,29,2,2024/10/29,DL,Georgia,Missouri,1645,1639,-6,12,1651,1733,6,1752,1739,-13,0,0,127,120,102,692,ATL,0,MCI,0,0,0,0
1653,"Los Angeles, CA","Dallas/Fort Worth, TX",,2024,6,12,3,2024/6/12,AA,California,Texas,1235,1337,62,18,1355,1825,8,1743,1833,50,0,0,188,176,150,1235,LAX,20,DFW,0,0,0,30
1682,"Tampa, FL","Buffalo, NY",,2024,11,23,6,2024/11/23,WN,Florida,New York,605,600,-5,13,613,839,3,840,842,2,0,0,155,162,146,1053,TPA,0,BUF,0,0,0,0
2327,"Denver, CO","Omaha, NE",,2024,8,23,5,2024/8/23,UA,Colorado,Nebraska,1345,1342,-3,13,1355,1557,7,1614,1604,-10,0,0,89,82,62,472,DEN,0,OMA,0,0,0,0
4004,"Las Vegas, NV","Ontario, CA",,2024,9,12,4,2024/9/12,WN,Nevada,California,2150,2145,-5,23,2208,2247,4,2250,2251,1,0,0,60,66,39,197,LAS,0,ONT,0,0,0,0
5452,"Redding, CA","San Francisco, CA",,2024,11,15,5,2024/11/15,OO,California,California,1050,1041,-9,13,1054,1145,23,1200,1208,8,0,0,70,87,51,199,RDD,0,SFO,0,0,0,0
286,"Phoenix, AZ","Denver, CO",,2024,2,25,7,2024/2/25,WN,Arizona,Colorado,1500,1505,5,14,1519,1632,7,1645,1639,-6,0,0,105,94,73,602,PHX,0,DEN,0,0,0,0
549,"Atlanta, GA","San Jose, CA",,2024,6,16,7,2024/6/16,DL,Georgia,California,1759,1757,-2,8,1805,1938,2,1957,1940,-17,0,0,298,283,273,2116,ATL,0,SJC,0,0,0,0
2622,"Minneapolis, MN","Philadelphia, PA",,2024,3,24,7,2024/3/24,DL,Minnesota,Pennsylvania,713,710,-3,36,746,1045,7,1049,1052,3,0,0,156,162,119,980,MSP,0,PHL,0,0,0,0
532,"Honolulu, HI","Hilo, HI",,2024,12,9,1,2024/12/9,HA,Hawaii,Hawaii,1830,1832,2,17,1849,1930,7,1925,1937,12,0,0,55,65,41,216,HNL,0,ITO,0,0,0,0
1217,"Atlanta, GA","Fort Myers, FL",,2024,1,5,5,2024/1/5,DL,Georgia,Florida,2235,2238,3,23,2301,14,6,16,20,4,0,0,101,102,73,515,ATL,0,RSW,0,0,0,0
2805,"Kansas City, MO","Atlanta, GA",,2024,8,27,2,2024/8/27,DL,Missouri,Georgia,955,949,-6,11,1000,1232,9,1251,1241,-10,0,0,116,112,92,692,MCI,0,ATL,0,0,0,0
440,"Las Vegas, NV","Phoenix, AZ",,2024,8,25,7,2024/8/25,AA,Nevada,Arizona,1333,1330,-3,18,1348,1433,6,1450,1439,-11,0,0,77,69,45,255,LAS,0,PHX,0,0,0,0
3401,"Burbank, CA","Santa Rosa, CA",,2024,11,10,7,2024/11/10,OO,California,California,1029,1023,-6,43,1106,1218,6,1159,1224,25,0,0,90,121,72,387,BUR,25,STS,0,0,0,0
428,"Las Vegas, NV","San Antonio, TX",,2024,5,1,3,2024/5/1,NK,Nevada,Texas,1615,1604,-11,13,1617,2047,3,2052,2050,-2,0,0,157,166,150,1069,LAS,0,SAT,0,0,0,0
5304,"Atlanta, GA","Montgomery, AL",,2024,12,7,6,2024/12/7,9E,Georgia,Alabama,855,848,-7,15,903,833,4,859,837,-22,0,0,64,49,30,147,ATL,0,MGM,0,0,0,0
1074,"San Francisco, CA","Ontario, CA",,2024,11,8,5,2024/11/8,UA,California,California,2100,2117,17,28,2145,2243,3,2223,2246,23,0,0,83,89,58,363,SFO,0,ONT,0,6,0,17
561,"Fresno, CA","Atlanta, GA",,2024,9,7,6,2024/9/7,DL,California,Georgia,2230,2248,18,10,2258,546,6,548,552,4,0,0,258,244,228,1997,FAT,0,ATL,0,0,0,0
4681,"Dallas, TX","Lubbock, TX",,2024,8,13,2,2024/8/13,WN,Texas,Texas,2045,2045,0,14,2059,2143,4,2155,2147,-8,0,0,70,62,44,293,DAL,0,LBB,0,0,0,0
2091,"Chicago, IL","Seattle, WA",,2024,7,2,2,2024/7/2,UA,Illinois,Washington,1330,1328,-2,19,1347,1558,10,1608,1608,0,0,0,278,280,251,1721,ORD,0,SEA,0,0,0,0
1665,"Baltimore, MD","Miami, FL",,2024,10,7,1,2024/10/7,F9,Maryland,Florida,1309,1301,-8,15,1316,1529,10,1604,1539,-25,0,0,175,158,133,946,BWI,0,MIA,0,0,0,0
125,"West Palm Beach/Palm Beach, FL","Philadelphia, PA",,2024,9,21,6,2024/9/21,AA,Florida,Pennsylvania,1208,1201,-7,8,1209,1428,10,1449,1438,-11,0,0,161,157,139,951,PBI,0,PHL,0,0,0,0
3043,"Los Angeles, CA","Denver, CO",,2024,10,1,2,2024/10/1,WN,California,Colorado,1310,1312,2,25,1337,1639,4,1635,1643,8,0,0,145,151,122,862,LAX,0,DEN,0,0,0,0
2613,"Atlanta, GA","New York, NY",,2024,1,14,7,2024/1/14,B6,Georgia,New York,1653,1814,81,30,1844,2028,9,1859,2037,98,0,0,126,143,104,762,ATL,0,LGA,0,51,0,47
2732,"Atlanta, GA","St. Louis, MO",,2024,1,21,7,2024/1/21,DL,Georgia,Missouri,2155,2154,-1,11,2205,2221,8,2238,2229,-9,0,0,103,95,76,484,ATL,0,STL,0,0,0,0
3244,"Charlotte, NC","Baltimore, MD",,2024,3,19,2,2024/3/19,WN,North Carolina,Maryland,700,656,-4,14,710,808,4,825,812,-13,0,0,85,76,58,361,CLT,0,BWI,0,0,0,0
498,"Seattle, WA","Boston, MA",,2024,2,27,2,2024/2/27,B6,Washington,Massachusetts,2202,2157,-5,17,2214,558,5,614,603,-11,0,0,312,306,284,2496,SEA,0,BOS,0,0,0,0
4793,"New York, NY","Indianapolis, IN",,2024,4,14,7,2024/4/14,YX,New York,Indiana,1800,1753,-7,11,1804,1945,9,2019,1954,-25,0,0,139,121,101,660,LGA,0,IND,0,0,0,0
1548,"Tampa, FL","Hartford, CT",,2024,1,9,2,2024/1/9,WN,Florida,Connecticut,1530,1930,240,9,1939,2144,6,1815,2150,215,0,0,165,140,125,1111,TPA,166,BDL,0,0,0,49
5613,"Charlotte, NC","Knoxville, TN",,2024,12,16,1,2024/12/16,OH,North Carolina,Tennessee,1432,1427,-5,21,1448,1524,4,1540,1528,-12,0,0,68,61,36,177,CLT,0,TYS,0,0,0,0
2475,"Sarasota/Bradenton, FL","Charlotte, NC",,2024,12,11,3,2024/12/11,AA,Florida,North Carolina,1144,1156,12,27,1223,1349,9,1339,1358,19,0,0,115,122,86,547,SRQ,12,CLT,0,7,0,0
513,"Chicago, IL","San Jose, CA",,2024,6,24,1,2024/6/24,WN,Illinois,California,2015,2113,58,17,2130,2337,4,2245,2341,56,0,0,270,268,247,1838,MDW,54,SJC,0,0,0,2
826,"Minneapolis, MN","Fort Myers, FL",,2024,4,10,3,2024/4/10,DL,Minnesota,Florida,1525,1519,-6,13,1532,1939,4,1948,1943,-5,0,0,203,204,187,1416,MSP,0,RSW,0,0,0,0
2341,"Chicago, IL","Houston, TX",,2024,6,18,2,2024/6/18,UA,Illinois,Texas,1245,1244,-1,19,1303,1527,13,1538,1540,2,0,0,173,176,144,925,ORD,0,IAH,0,0,0,0
751,"Phoenix, AZ","Portland, OR",,2024,8,8,4,2024/8/8,AS,Arizona,Oregon,1000,952,-8,14,1006,1225,3,1236,1228,-8,0,0,156,156,139,1009,PHX,0,PDX,0,0,0,0
1022,"Salt Lake City, UT","Houston, TX",,2024,5,14,2,2024/5/14,DL,Utah,Texas,1355,1351,-4,21,1412,1741,6,1800,1747,-13,0,0,185,176,149,1195,SLC,0,IAH,0,0,0,0
1698,"New York, NY","Miami, FL",,2024,7,23,2,2024/7/23,AA,New York,Florida,1830,1825,-5,27,1852,2136,4,2142,2140,-2,0,0,192,195,164,1096,LGA,0,MIA,0,0,0,0
1439,"Boston, MA","Tampa, FL",,2024,6,13,4,2024/6/13,DL,Massachusetts,Florida,1540,1607,27,27,1634,1929,5,1904,1934,30,0,0,204,207,175,1185,BOS,1,TPA,0,3,0,26
4003,"St. Louis, MO","Des Moines, IA",,2024,9,29,7,2024/9/29,WN,Missouri,Iowa,1020,1012,-8,8,1020,1100,3,1125,1103,-22,0,0,65,51,40,259,STL,0,DSM,0,0,0,0
1942,"New York, NY","Denver, CO",,2024,3,10,7,2024/3/10,B6,New York,Colorado,1350,1415,25,16,1431,1606,8,1646,1614,-32,0,0,296,239,215,1620,LGA,0,DEN,0,0,0,0
3535,"Rapid City, SD","Dallas/Fort Worth, TX",,2024,4,20,6,2024/4/20,MQ,South Dakota,Texas,1219,1536,197,18,1554,1906,11,1542,1917,215,0,0,143,161,132,835,RAP,0,DFW,88,18,0,109
1233,"Denver, CO","Newark, NJ",,2024,11,3,7,2024/11/3,UA,Colorado,New Jersey,1133,1135,2,13,1148,1646,7,1718,1653,-25,0,0,225,198,178,1605,DEN,0,EWR,0,0,0,0
402,"San Francisco, CA","Dallas/Fort Worth, TX",,2024,9,25,3,2024/9/25,AA,California,Texas,540,554,14,18,612,1131,15,1112,1146,34,0,0,212,232,199,1464,SFO,0,DFW,0,34,0,0
1198,"Santa Ana, CA","Salt Lake City, UT",,2024,7,8,1,2024/7/8,DL,California,Utah,1001,953,-8,12,1005,1235,4,1251,1239,-12,0,0,110,106,90,588,SNA,0,SLC,0,0,0,0
1060,"Atlanta, GA","Austin, TX",,2024,12,19,4,2024/12/19,DL,Georgia,Texas,1759,1809,10,11,1820,1919,8,1936,1927,-9,0,0,157,138,119,813,ATL,0,AUS,0,0,0,0
3428,"Fresno, CA","San Diego, CA",,2024,6,5,3,2024/6/5,OO,California,California,1210,1202,-8,12,1214,1312,3,1325,1315,-10,0,0,75,73,58,314,FAT,0,SAN,0,0,0,0
5918,"Denver, CO","Sioux Falls, SD",,2024,6,26,3,2024/6/26,OO,Colorado,South Dakota,1010,1006,-4,22,1028,1237,5,1253,1242,-11,0,0,103,96,69,483,DEN,0,FSD,0,0,0,0
2194,"Los Angeles, CA","Houston, TX",,2024,12,20,5,2024/12/20,UA,California,Texas,545,545,0,14,559,1051,8,1102,1059,-3,0,0,197,194,172,1379,LAX,0,IAH,0,0,0,0
3330,"Kansas City, MO","Denver, CO",,2024,6,21,5,2024/6/21,WN,Missouri,Colorado,1705,1827,82,22,1849,1918,6,1755,1924,89,0,0,110,117,89,533,MCI,0,DEN,0,89,0,0
5237,"Austin, TX","Houston, TX",,2024,4,1,1,2024/4/1,WN,Texas,Texas,845,843,-2,17,900,935,4,945,939,-6,0,0,60,56,35,148,AUS,0,HOU,0,0,0,0
2254,"Atlanta, GA","Gainesville, FL",,2024,1,11,4,2024/1/11,DL,Georgia,Florida,845,844,-1,20,904,951,5,957,956,-1,0,0,72,72,47,300,ATL,0,GNV,0,0,0,0
3548,"Washington, DC","Cincinnati, OH",,2024,5,22,3,2024/5/22,YX,Virginia,Kentucky,832,829,-3,31,900,1004,9,1011,1013,2,0,0,99,104,64,388,IAD,0,CVG,0,0,0,0
5364,"Oklahoma City, OK","Chicago, IL",,2024,2,7,3,2024/2/7,OO,Oklahoma,Illinois,743,736,-7,12,748,921,13,955,934,-21,0,0,132,118,93,693,OKC,0,ORD,0,0,0,0
1772,"Orlando, FL","Dallas/Fort Worth, TX",,2024,10,24,4,2024/10/24,AA,Florida,Texas,1735,1728,-7,19,1747,1910,30,1938,1940,2,0,0,183,192,143,985,MCO,0,DFW,0,0,0,0
2235,"Sacramento, CA","San Diego, CA",,2024,7,21,7,2024/7/21,WN,California,California,855,855,0,12,907,1018,10,1025,1028,3,0,0,90,93,71,480,SMF,0,SAN,0,0,0,0
1239,"Fort Myers, FL","Houston, TX",,2024,6,14,5,2024/6/14,UA,Florida,Texas,900,858,-2,10,908,1003,8,1034,1011,-23,0,0,154,133,115,861,RSW,0,IAH,0,0,0,0
426,"Washington, DC","Atlanta, GA",,2024,1,14,7,2024/1/14,DL,Virginia,Georgia,1000,953,-7,14,1007,1137,7,1203,1144,-19,0,0,123,111,90,547,DCA,0,ATL,0,0,0,0
3079,"Las Vegas, NV","San Jose, CA",,2024,10,16,3,2024/10/16,WN,Nevada,California,730,726,-4,11,737,836,3,900,839,-21,0,0,90,73,59,386,LAS,0,SJC,0,0,0,0
1913,"San Juan, PR","Detroit, MI",,2024,2,11,7,2024/2/11,DL,Puerto Rico,Michigan,1530,1527,-3,22,1549,1906,8,1928,1914,-14,0,0,298,287,257,1930,SJU,0,DTW,0,0,0,0
1488,"Atlanta, GA","Raleigh/Durham, NC",,2024,7,8,1,2024/7/8,DL,Georgia,North Carolina,1115,1108,-7,12,1120,1217,28,1239,1245,6,0,0,84,97,57,356,ATL,0,RDU,0,0,0,0
