arr_delay,op_carrier_fl_num,origin_state_nm,dest_state_nm,wheels_off,wheels_on,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,crs_dep_time,dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,origin,dest
16.0,2669,Tennessee,California,657.0,940.0,"Nashville, TN","San Francisco, CA",,2024,4,23,2,2024-04-23,UA,630,641.0,11.0,16.0,4.0,928,944.0,0,0,298.0,303.0,283.0,1969.0,0,0,5,0,11,BNA,SFO
-13.0,796,Georgia,Arizona,1112.0,1205.0,"Atlanta, GA","Phoenix, AZ",,2024,4,5,5,2024-04-05,DL,1100,1100.0,0.0,12.0,7.0,1225,1212.0,0,0,265.0,252.0,233.0,1587.0,0,0,0,0,0,ATL,PHX
-1.0,1504,Texas,South Carolina,1414.0,1658.0,"Dallas/Fort Worth, TX","Columbia, SC",,2024,1,11,4,2024-01-11,AA,1351,1405.0,14.0,9.0,5.0,1704,1703.0,0,0,133.0,118.0,104.0,922.0,0,0,0,0,0,DFW,CAE
22.0,1503,Florida,California,948.0,1212.0,"Miami, FL","San Francisco, CA",,2024,6,13,4,2024-06-13,UA,900,934.0,34.0,14.0,11.0,1201,1223.0,0,0,361.0,349.0,324.0,2585.0,22,0,0,0,0,MIA,SFO
-5.0,2143,Georgia,Illinois,1318.0,1349.0,"Atlanta, GA","Chicago, IL",,2024,1,22,1,2024-01-22,F9,1312,1304.0,-8.0,14.0,22.0,1416,1411.0,0,0,124.0,127.0,91.0,591.0,0,0,0,0,0,ATL,MDW
14.0,684,Washington,Illinois,30.0,557.0,"Seattle, WA","Chicago, IL",,2024,12,2,1,2024-12-02,UA,2355,2351.0,-4.0,39.0,9.0,552,606.0,0,0,237.0,255.0,207.0,1721.0,0,0,0,0,0,SEA,ORD
-10.0,1340,Florida,Texas,1206.0,1330.0,"Fort Lauderdale, FL","Dallas/Fort Worth, TX",,2024,9,28,6,2024-09-28,AA,1145,1138.0,-7.0,28.0,19.0,1359,1349.0,0,0,194.0,191.0,144.0,1119.0,0,0,0,0,0,FLL,DFW
-13.0,16,California,New York,1341.0,2140.0,"San Francisco, CA","New York, NY",,2024,1,21,7,2024-01-21,AA,1322,1316.0,-6.0,25.0,6.0,2159,2146.0,0,0,337.0,330.0,299.0,2586.0,0,0,0,0,0,SFO,JFK
-21.0,709,New Mexico,Texas,818.0,1030.0,"Albuquerque, NM","Dallas/Fort Worth, TX",,2024,7,4,4,2024-07-04,AA,815,809.0,-6.0,9.0,11.0,1102,1041.0,0,0,107.0,92.0,72.0,569.0,0,0,0,0,0,ABQ,DFW
0.0,1562,Maryland,Virginia,1135.0,1212.0,"Baltimore, MD","Norfolk, VA",,2024,11,5,2,2024-11-05,WN,1120,1125.0,5.0,10.0,3.0,1215,1215.0,0,0,55.0,50.0,37.0,159.0,0,0,0,0,0,BWI,ORF
-16.0,1415,Tennessee,Florida,925.0,1054.0,"Knoxville, TN","Punta Gorda, FL",,2024,7,24,3,2024-07-24,G4,930,916.0,-14.0,9.0,12.0,1122,1106.0,0,0,112.0,110.0,89.0,624.0,0,0,0,0,0,TYS,PGD
-20.0,4296,North Dakota,Minnesota,617.0,727.0,"Williston, ND","Minneapolis, MN",,2024,8,23,5,2024-08-23,OO,607,559.0,-8.0,18.0,10.0,757,737.0,0,0,110.0,98.0,70.0,553.0,0,0,0,0,0,XWA,MSP
-10.0,3699,California,Washington,627.0,805.0,"San Francisco, CA","Seattle, WA",,2024,3,1,5,2024-03-01,OO,605,607.0,2.0,20.0,10.0,825,815.0,0,0,140.0,128.0,98.0,679.0,0,0,0,0,0,SFO,SEA
11.0,5610,South Carolina,North Carolina,1648.0,1718.0,"Greer, SC","Charlotte, NC",,2024,4,19,5,2024-04-19,OH,1616,1612.0,-4.0,36.0,13.0,1720,1731.0,0,0,64.0,79.0,30.0,75.0,0,0,0,0,0,GSP,CLT
-7.0,323,Texas,Texas,539.0,759.0,"El Paso, TX","Dallas, TX",,2024,10,25,5,2024-10-25,WN,530,525.0,-5.0,14.0,4.0,810,803.0,0,0,100.0,98.0,80.0,562.0,0,0,0,0,0,ELP,DAL
-10.0,2222,Massachusetts,Michigan,1317.0,1453.0,"Boston, MA","Detroit, MI",,2024,3,26,2,2024-03-26,DL,1254,1306.0,12.0,11.0,11.0,1514,1504.0,0,0,140.0,118.0,96.0,632.0,0,0,0,0,0,BOS,DTW
16.0,986,Florida,North Carolina,1018.0,1144.0,"St. Petersburg, FL","Asheville, NC",,2024,11,20,3,2024-11-20,G4,1000,953.0,-7.0,25.0,6.0,1134,1150.0,0,0,94.0,117.0,86.0,519.0,0,0,16,0,0,PIE,AVL
5.0,384,Texas,Nevada,938.0,1001.0,"Dallas/Fort Worth, TX","Las Vegas, NV",,2024,5,18,6,2024-05-18,AA,905,923.0,18.0,15.0,6.0,1002,1007.0,0,0,177.0,164.0,143.0,1055.0,0,0,0,0,0,DFW,LAS
3.0,4765,Colorado,California,1148.0,1334.0,"Denver, CO","San Luis Obispo, CA",,2024,3,30,6,2024-03-30,OO,1133,1132.0,-1.0,16.0,3.0,1334,1337.0,0,0,181.0,185.0,166.0,931.0,0,0,0,0,0,DEN,SBP
-4.0,297,Colorado,South Dakota,1928.0,2013.0,"Denver, CO","Rapid City, SD",,2024,2,5,1,2024-02-05,UA,1906,1913.0,7.0,15.0,2.0,2019,2015.0,0,0,73.0,62.0,45.0,300.0,0,0,0,0,0,DEN,RAP
147.0,1769,Texas,Texas,1958.0,2212.0,"El Paso, TX","Dallas/Fort Worth, TX",,2024,1,23,2,2024-01-23,AA,1712,1945.0,153.0,13.0,10.0,1955,2222.0,0,0,103.0,97.0,74.0,551.0,0,0,0,0,147,ELP,DFW
12.0,2720,Florida,Michigan,1705.0,1941.0,"St. Petersburg, FL","Grand Rapids, MI",,2024,12,20,5,2024-12-20,G4,1708,1654.0,-14.0,11.0,20.0,1949,2001.0,0,0,161.0,187.0,156.0,1044.0,0,0,0,0,0,PIE,GRR
-7.0,1058,Oregon,California,1101.0,1302.0,"Portland, OR","Santa Ana, CA",,2024,1,30,2,2024-01-30,AS,1052,1049.0,-3.0,12.0,6.0,1315,1308.0,0,0,143.0,139.0,121.0,859.0,0,0,0,0,0,PDX,SNA
365.0,2567,Michigan,New Jersey,1.0,115.0,"Detroit, MI","Newark, NJ",,2024,7,17,3,2024-07-17,DL,1750,2348.0,358.0,13.0,20.0,1930,135.0,0,0,100.0,107.0,74.0,488.0,0,0,365,0,0,DTW,EWR
-9.0,5527,Nebraska,Michigan,1211.0,1433.0,"Omaha, NE","Detroit, MI",,2024,2,16,5,2024-02-16,9E,1200,1150.0,-10.0,21.0,9.0,1451,1442.0,0,0,111.0,112.0,82.0,651.0,0,0,0,0,0,OMA,DTW
60.0,391,Georgia,Nevada,1121.0,1248.0,"Atlanta, GA","Reno, NV",,2024,12,27,5,2024-12-27,DL,957,1106.0,69.0,15.0,12.0,1200,1300.0,0,0,303.0,294.0,267.0,1993.0,0,0,0,0,60,ATL,RNO
4.0,2014,Ohio,South Carolina,1722.0,1838.0,"Cleveland, OH","Myrtle Beach, SC",,2024,5,31,5,2024-05-31,NK,1700,1700.0,0.0,22.0,3.0,1837,1841.0,0,0,97.0,101.0,76.0,557.0,0,0,0,0,0,CLE,MYR
20.0,1373,Florida,Texas,1814.0,2006.0,"Fort Lauderdale, FL","Dallas/Fort Worth, TX",,2024,5,19,7,2024-05-19,AA,1744,1742.0,-2.0,32.0,14.0,2000,2020.0,0,0,196.0,218.0,172.0,1119.0,0,0,20,0,0,FLL,DFW
-10.0,1904,North Carolina,North Carolina,2024.0,2100.0,"Raleigh/Durham, NC","Charlotte, NC",,2024,3,16,6,2024-03-16,AA,2012,2002.0,-10.0,22.0,11.0,2121,2111.0,0,0,69.0,69.0,36.0,130.0,0,0,0,0,0,RDU,CLT
-5.0,1235,New York,North Carolina,620.0,810.0,"Syracuse, NY","Charlotte, NC",,2024,10,26,6,2024-10-26,AA,618,608.0,-10.0,12.0,10.0,825,820.0,0,0,127.0,132.0,110.0,603.0,0,0,0,0,0,SYR,CLT
-20.0,810,Hawaii,Washington,2256.0,605.0,"Lihue, HI","Seattle, WA",,2024,11,2,6,2024-11-02,AS,2253,2244.0,-9.0,12.0,10.0,635,615.0,0,0,342.0,331.0,309.0,2701.0,0,0,0,0,0,LIH,SEA
-20.0,2889,Tennessee,Michigan,1030.0,1238.0,"Nashville, TN","Detroit, MI",,2024,12,24,2,2024-12-24,DL,1036,1019.0,-17.0,11.0,17.0,1315,1255.0,0,0,99.0,96.0,68.0,456.0,0,0,0,0,0,BNA,DTW
9.0,3815,Illinois,Arizona,1009.0,1132.0,"Chicago, IL","Phoenix, AZ",,2024,4,9,2,2024-04-09,WN,945,956.0,11.0,13.0,7.0,1130,1139.0,0,0,225.0,223.0,203.0,1444.0,0,0,0,0,0,MDW,PHX
36.0,5608,Texas,California,1119.0,1153.0,"San Antonio, TX","San Diego, CA",,2024,4,9,2,2024-04-09,WN,1025,1103.0,38.0,16.0,3.0,1120,1156.0,0,0,175.0,173.0,154.0,1129.0,0,0,0,0,36,SAT,SAN
-24.0,2132,Minnesota,California,1843.0,2008.0,"Minneapolis, MN","Sacramento, CA",,2024,12,27,5,2024-12-27,DL,1831,1826.0,-5.0,17.0,6.0,2038,2014.0,0,0,247.0,228.0,205.0,1517.0,0,0,0,0,0,MSP,SMF
19.0,5261,Oklahoma,Texas,1718.0,1811.0,"Oklahoma City, OK","Austin, TX",,2024,3,18,1,2024-03-18,WN,1635,1710.0,35.0,8.0,3.0,1755,1814.0,0,0,80.0,64.0,53.0,358.0,2,0,0,0,17,OKC,AUS
-19.0,1297,Virginia,Florida,1518.0,1638.0,"Roanoke, VA","Sanford, FL",,2024,9,20,5,2024-09-20,G4,1516,1506.0,-10.0,12.0,6.0,1703,1644.0,0,0,107.0,98.0,80.0,594.0,0,0,0,0,0,ROA,SFB
20.0,760,Texas,Massachusetts,1249.0,1647.0,"Dallas/Fort Worth, TX","Boston, MA",,2024,1,23,2,2024-01-23,DL,1210,1234.0,24.0,15.0,15.0,1642,1702.0,0,0,212.0,208.0,178.0,1562.0,0,0,0,0,20,DFW,BOS
-14.0,18,Florida,Florida,1700.0,1753.0,"Fort Lauderdale, FL","Jacksonville, FL",,2024,4,8,1,2024-04-08,B6,1651,1641.0,-10.0,19.0,6.0,1813,1759.0,0,0,82.0,78.0,53.0,319.0,0,0,0,0,0,FLL,JAX
-9.0,5550,Wisconsin,Illinois,1053.0,1140.0,"Green Bay, WI","Chicago, IL",,2024,5,2,4,2024-05-02,OO,1052,1039.0,-13.0,14.0,16.0,1205,1156.0,0,0,73.0,77.0,47.0,173.0,0,0,0,0,0,GRB,ORD
-6.0,1305,Tennessee,Texas,2057.0,2236.0,"Nashville, TN","Dallas, TX",,2024,4,17,3,2024-04-17,WN,2050,2047.0,-3.0,10.0,3.0,2245,2239.0,0,0,115.0,112.0,99.0,623.0,0,0,0,0,0,BNA,DAL
4.0,5290,Minnesota,Iowa,2216.0,2254.0,"Minneapolis, MN","Cedar Rapids/Iowa City, IA",,2024,9,17,2,2024-09-17,9E,2145,2149.0,4.0,27.0,5.0,2255,2259.0,0,0,70.0,70.0,38.0,220.0,0,0,0,0,0,MSP,CID
-8.0,2429,Michigan,Colorado,711.0,749.0,"Detroit, MI","Denver, CO",,2024,6,2,7,2024-06-02,WN,700,658.0,-2.0,13.0,13.0,810,802.0,0,0,190.0,184.0,158.0,1123.0,0,0,0,0,0,DTW,DEN
0.0,4743,Texas,Colorado,1810.0,1814.0,"Amarillo, TX","Denver, CO",,2024,5,27,1,2024-05-27,OO,1740,1751.0,11.0,19.0,6.0,1820,1820.0,0,0,100.0,89.0,64.0,359.0,0,0,0,0,0,AMA,DEN
-26.0,3862,Utah,Colorado,603.0,658.0,"Salt Lake City, UT","Denver, CO",,2024,10,26,6,2024-10-26,F9,600,551.0,-9.0,12.0,9.0,733,707.0,0,0,93.0,76.0,55.0,391.0,0,0,0,0,0,SLC,DEN
0.0,3669,Washington,Washington,1325.0,1408.0,"Spokane, WA","Seattle, WA",,2024,8,11,7,2024-08-11,OO,1305,1304.0,-1.0,21.0,18.0,1426,1426.0,0,0,81.0,82.0,43.0,224.0,0,0,0,0,0,GEG,SEA
-6.0,70,Hawaii,California,1117.0,1909.0,"Honolulu, HI","Long Beach, CA",,2024,4,9,2,2024-04-09,HA,1055,1101.0,6.0,16.0,5.0,1920,1914.0,0,0,325.0,313.0,292.0,2569.0,0,0,0,0,0,HNL,LGB
-1.0,1658,Florida,Georgia,1224.0,1330.0,"Orlando, FL","Atlanta, GA",,2024,9,28,6,2024-09-28,DL,1205,1209.0,4.0,15.0,8.0,1339,1338.0,0,0,94.0,89.0,66.0,404.0,0,0,0,0,0,MCO,ATL
31.0,5231,Illinois,Indiana,2144.0,2314.0,"Chicago, IL","South Bend, IN",,2024,1,19,5,2024-01-19,OO,2105,2100.0,-5.0,44.0,22.0,2305,2336.0,0,0,60.0,96.0,30.0,84.0,0,0,31,0,0,ORD,SBN
-10.0,4248,California,New Mexico,813.0,1035.0,"Burbank, CA","Albuquerque, NM",,2024,6,15,6,2024-06-15,WN,810,803.0,-7.0,10.0,20.0,1105,1055.0,0,0,115.0,112.0,82.0,672.0,0,0,0,0,0,BUR,ABQ
67.0,4726,California,California,1050.0,1117.0,"Los Angeles, CA","Santa Barbara, CA",,2024,7,8,1,2024-07-08,OO,920,1015.0,55.0,35.0,6.0,1016,1123.0,0,0,56.0,68.0,27.0,89.0,55,0,12,0,0,LAX,SBA
-9.0,265,Texas,California,1627.0,1754.0,"Houston, TX","Oakland, CA",,2024,7,4,4,2024-07-04,WN,1620,1620.0,0.0,7.0,7.0,1810,1801.0,0,0,230.0,221.0,207.0,1642.0,0,0,0,0,0,HOU,OAK
1.0,5957,Florida,Indiana,1551.0,1751.0,"Tampa, FL","Indianapolis, IN",,2024,3,19,2,2024-03-19,WN,1535,1544.0,9.0,7.0,5.0,1755,1756.0,0,0,140.0,132.0,120.0,837.0,0,0,0,0,0,TPA,IND
10.0,157,Louisiana,New York,1214.0,1537.0,"New Orleans, LA","New York, NY",,2024,7,26,5,2024-07-26,WN,1140,1205.0,25.0,9.0,13.0,1540,1550.0,0,0,180.0,165.0,143.0,1183.0,0,0,0,0,0,MSY,LGA
-24.0,703,New Jersey,Texas,542.0,815.0,"Newark, NJ","Houston, TX",,2024,1,10,3,2024-01-10,NK,535,532.0,-3.0,10.0,7.0,846,822.0,0,0,251.0,230.0,213.0,1400.0,0,0,0,0,0,EWR,IAH
98.0,446,Texas,California,105.0,217.0,"Dallas/Fort Worth, TX","San Francisco, CA",,2024,3,7,4,2024-03-07,AA,2242,38.0,116.0,27.0,8.0,47,225.0,0,0,245.0,227.0,192.0,1464.0,0,98,0,0,0,DFW,SFO
53.0,3347,California,California,1414.0,1536.0,"Palm Springs, CA","San Francisco, CA",,2024,12,12,4,2024-12-12,OO,1311,1302.0,-9.0,72.0,7.0,1450,1543.0,0,0,99.0,161.0,82.0,421.0,53,0,0,0,0,PSP,SFO
-12.0,3934,Oklahoma,Texas,1215.0,1302.0,"Oklahoma City, OK","Dallas/Fort Worth, TX",,2024,11,21,4,2024-11-21,MQ,1212,1204.0,-8.0,11.0,4.0,1318,1306.0,0,0,66.0,62.0,47.0,175.0,0,0,0,0,0,OKC,DFW
-13.0,2176,California,California,2003.0,2106.0,"Sacramento, CA","Los Angeles, CA",,2024,3,19,2,2024-03-19,WN,2000,1952.0,-8.0,11.0,6.0,2125,2112.0,0,0,85.0,80.0,63.0,373.0,0,0,0,0,0,SMF,LAX
-6.0,2828,Colorado,California,1309.0,1426.0,"Denver, CO","Los Angeles, CA",,2024,2,21,3,2024-02-21,DL,1308,1259.0,-9.0,10.0,8.0,1440,1434.0,0,0,152.0,155.0,137.0,862.0,0,0,0,0,0,DEN,LAX
-28.0,738,New York,California,1614.0,1826.0,"New York, NY","Los Angeles, CA",,2024,9,4,3,2024-09-04,DL,1550,1541.0,-9.0,33.0,6.0,1900,1832.0,0,0,370.0,351.0,312.0,2475.0,0,0,0,0,0,JFK,LAX
-2.0,1225,Puerto Rico,North Carolina,1109.0,1420.0,"San Juan, PR","Raleigh/Durham, NC",,2024,6,25,2,2024-06-25,F9,1100,1054.0,-6.0,15.0,18.0,1440,1438.0,0,0,220.0,224.0,191.0,1433.0,0,0,0,0,0,SJU,RDU
-10.0,2570,Texas,Nevada,742.0,806.0,"Dallas, TX","Las Vegas, NV",,2024,10,25,5,2024-10-25,WN,730,730.0,0.0,12.0,9.0,825,815.0,0,0,175.0,165.0,144.0,1067.0,0,0,0,0,0,DAL,LAS
-13.0,5240,North Carolina,Kentucky,1010.0,1110.0,"Charlotte, NC","Cincinnati, OH",,2024,3,2,6,2024-03-02,OH,948,945.0,-3.0,25.0,6.0,1129,1116.0,0,0,101.0,91.0,60.0,335.0,0,0,0,0,0,CLT,CVG
-5.0,1003,Nevada,Texas,534.0,1005.0,"Las Vegas, NV","Houston, TX",,2024,10,28,1,2024-10-28,WN,520,520.0,0.0,14.0,5.0,1015,1010.0,0,0,175.0,170.0,151.0,1235.0,0,0,0,0,0,LAS,HOU
5.0,1198,Maryland,Ohio,2220.0,2316.0,"Baltimore, MD","Columbus, OH",,2024,5,3,5,2024-05-03,WN,2200,2208.0,8.0,12.0,9.0,2320,2325.0,0,0,80.0,77.0,56.0,337.0,0,0,0,0,0,BWI,CMH
87.0,1951,Florida,Texas,1603.0,1751.0,"Orlando, FL","Dallas/Fort Worth, TX",,2024,3,10,7,2024-03-10,F9,1419,1549.0,90.0,14.0,13.0,1637,1804.0,0,0,198.0,195.0,168.0,985.0,87,0,0,0,0,MCO,DFW
-14.0,5162,Virginia,Virginia,1141.0,1218.0,"Washington, DC","Norfolk, VA",,2024,10,8,2,2024-10-08,OH,1131,1125.0,-6.0,16.0,4.0,1236,1222.0,0,0,65.0,57.0,37.0,142.0,0,0,0,0,0,DCA,ORF
-8.0,4611,New York,Pennsylvania,2042.0,2136.0,"New York, NY","Pittsburgh, PA",,2024,10,17,4,2024-10-17,YX,2000,2011.0,11.0,31.0,4.0,2148,2140.0,0,0,108.0,89.0,54.0,340.0,0,0,0,0,0,JFK,PIT
5.0,487,New York,Colorado,807.0,1011.0,"New York, NY","Denver, CO",,2024,2,7,3,2024-02-07,DL,730,723.0,-7.0,44.0,8.0,1014,1019.0,0,0,284.0,296.0,244.0,1620.0,0,0,0,0,0,LGA,DEN
-3.0,4891,Arizona,Arizona,1735.0,1800.0,"Tucson, AZ","Phoenix, AZ",,2024,6,26,3,2024-06-26,OO,1716,1714.0,-2.0,21.0,8.0,1811,1808.0,0,0,55.0,54.0,25.0,110.0,0,0,0,0,0,TUS,PHX
-16.0,1142,Washington,California,1509.0,1722.0,"Seattle, WA","San Diego, CA",,2024,8,28,3,2024-08-28,AS,1455,1455.0,0.0,14.0,4.0,1742,1726.0,0,0,167.0,151.0,133.0,1050.0,0,0,0,0,0,SEA,SAN
7.0,1180,Colorado,Iowa,1154.0,1415.0,"Denver, CO","Cedar Rapids/Iowa City, IA",,2024,7,28,7,2024-07-28,UA,1115,1138.0,23.0,16.0,3.0,1411,1418.0,0,0,116.0,100.0,81.0,692.0,0,0,0,0,0,DEN,CID
0.0,2849,Hawaii,Hawaii,1142.0,1208.0,"Kahului, HI","Honolulu, HI",,2024,10,6,7,2024-10-06,WN,1120,1119.0,-1.0,23.0,2.0,1210,1210.0,0,0,50.0,51.0,26.0,100.0,0,0,0,0,0,OGG,HNL
-16.0,5644,California,Idaho,1844.0,2054.0,"San Francisco, CA","Boise, ID",,2024,1,24,3,2024-01-24,OO,1825,1822.0,-3.0,22.0,4.0,2114,2058.0,0,0,109.0,96.0,70.0,522.0,0,0,0,0,0,SFO,BOI
42.0,3725,California,Colorado,1303.0,1603.0,"Sacramento, CA","Denver, CO",,2024,3,13,3,2024-03-13,WN,1205,1254.0,49.0,9.0,4.0,1525,1607.0,0,0,140.0,133.0,120.0,909.0,0,0,0,0,42,SMF,DEN
-16.0,218,North Carolina,Massachusetts,634.0,819.0,"Asheville, NC","Boston, MA",,2024,4,15,1,2024-04-15,G4,630,624.0,-6.0,10.0,7.0,842,826.0,0,0,132.0,122.0,105.0,783.0,0,0,0,0,0,AVL,BOS
-11.0,352,California,Virginia,1249.0,2012.0,"Los Angeles, CA","Washington, DC",,2024,1,6,6,2024-01-06,UA,1240,1234.0,-6.0,15.0,4.0,2027,2016.0,0,0,287.0,282.0,263.0,2288.0,0,0,0,0,0,LAX,IAD
-8.0,3357,California,Oregon,606.0,723.0,"Oakland, CA","Portland, OR",,2024,7,31,3,2024-07-31,WN,555,551.0,-4.0,15.0,4.0,735,727.0,0,0,100.0,96.0,77.0,543.0,0,0,0,0,0,OAK,PDX
-7.0,1180,Florida,Ohio,1525.0,1716.0,"Sanford, FL","Akron, OH",,2024,2,19,1,2024-02-19,G4,1511,1510.0,-1.0,15.0,5.0,1728,1721.0,0,0,137.0,131.0,111.0,837.0,0,0,0,0,0,SFB,CAK
0.0,3100,Florida,Illinois,1719.0,1850.0,"Valparaiso, FL","Belleville, IL",,2024,8,22,4,2024-08-22,G4,1706,1706.0,0.0,13.0,4.0,1854,1854.0,0,0,108.0,108.0,91.0,587.0,0,0,0,0,0,VPS,BLV
67.0,1154,Texas,Texas,2218.0,2310.0,"Dallas, TX","Midland/Odessa, TX",,2024,1,16,2,2024-01-16,WN,2050,2209.0,79.0,9.0,2.0,2205,2312.0,0,0,75.0,63.0,52.0,319.0,0,0,0,0,67,DAL,MAF
1.0,5224,Colorado,Colorado,1355.0,1440.0,"Denver, CO","Durango, CO",,2024,6,8,6,2024-06-08,OO,1325,1333.0,8.0,22.0,6.0,1445,1446.0,0,0,80.0,73.0,45.0,251.0,0,0,0,0,0,DEN,DRO
35.0,2309,California,California,1054.0,1240.0,"San Diego, CA","San Francisco, CA",,2024,3,7,4,2024-03-07,UA,1023,1018.0,-5.0,36.0,3.0,1208,1243.0,0,0,105.0,145.0,106.0,447.0,0,0,35,0,0,SAN,SFO
-26.0,1092,California,Illinois,641.0,1210.0,"San Francisco, CA","Chicago, IL",,2024,3,3,7,2024-03-03,UA,630,623.0,-7.0,18.0,11.0,1247,1221.0,0,0,257.0,238.0,209.0,1846.0,0,0,0,0,0,SFO,ORD
-4.0,5384,California,Oregon,1637.0,1737.0,"San Francisco, CA","Medford, OR",,2024,10,16,3,2024-10-16,OO,1622,1621.0,-1.0,16.0,3.0,1744,1740.0,0,0,82.0,79.0,60.0,329.0,0,0,0,0,0,SFO,MFR
-16.0,1507,Ohio,Nevada,2059.0,2211.0,"Columbus, OH","Las Vegas, NV",,2024,12,16,1,2024-12-16,NK,2057,2049.0,-8.0,10.0,4.0,2231,2215.0,0,0,274.0,266.0,252.0,1771.0,0,0,0,0,0,CMH,LAS
-31.0,2061,Florida,Ohio,1209.0,1422.0,"Fort Lauderdale, FL","Cleveland, OH",,2024,1,23,2,2024-01-23,UA,1205,1154.0,-11.0,15.0,6.0,1459,1428.0,0,0,174.0,154.0,133.0,1062.0,0,0,0,0,0,FLL,CLE
-12.0,9,Texas,New Mexico,1440.0,1506.0,"Dallas/Fort Worth, TX","Albuquerque, NM",,2024,10,29,2,2024-10-29,AA,1430,1423.0,-7.0,17.0,7.0,1525,1513.0,0,0,115.0,110.0,86.0,569.0,0,0,0,0,0,DFW,ABQ
-22.0,4786,Massachusetts,Kentucky,1341.0,1553.0,"Boston, MA","Louisville, KY",,2024,12,13,5,2024-12-13,YX,1336,1325.0,-11.0,16.0,9.0,1624,1602.0,0,0,168.0,157.0,132.0,829.0,0,0,0,0,0,BOS,SDF
-2.0,5637,New York,Massachusetts,1017.0,1052.0,"New York, NY","Boston, MA",,2024,1,28,7,2024-01-28,YX,959,959.0,0.0,18.0,12.0,1106,1104.0,0,0,67.0,65.0,35.0,187.0,0,0,0,0,0,JFK,BOS
-7.0,1254,Georgia,Texas,1543.0,1625.0,"Atlanta, GA","Houston, TX",,2024,2,1,4,2024-02-01,DL,1520,1522.0,2.0,21.0,5.0,1637,1630.0,0,0,137.0,128.0,102.0,696.0,0,0,0,0,0,ATL,HOU
-6.0,526,North Carolina,Tennessee,2103.0,2101.0,"Charlotte, NC","Nashville, TN",,2024,12,6,5,2024-12-06,AA,2050,2044.0,-6.0,19.0,17.0,2124,2118.0,0,0,94.0,94.0,58.0,328.0,0,0,0,0,0,CLT,BNA
13.0,5136,North Carolina,Kentucky,1859.0,1950.0,"Charlotte, NC","Lexington, KY",,2024,2,18,7,2024-02-18,OH,1817,1832.0,15.0,27.0,5.0,1942,1955.0,0,0,85.0,83.0,51.0,281.0,0,0,0,0,0,CLT,LEX
9.0,278,Hawaii,Hawaii,1215.0,1241.0,"Honolulu, HI","Kona, HI",,2024,10,5,6,2024-10-05,HA,1150,1202.0,12.0,13.0,6.0,1238,1247.0,0,0,48.0,45.0,26.0,163.0,0,0,0,0,0,HNL,KOA
-27.0,4251,Michigan,Minnesota,718.0,728.0,"Sault Ste. Marie, MI","Minneapolis, MN",,2024,10,22,2,2024-10-22,OO,715,703.0,-12.0,15.0,6.0,801,734.0,0,0,106.0,91.0,70.0,435.0,0,0,0,0,0,CIU,MSP
38.0,3960,North Carolina,Tennessee,1143.0,1138.0,"Charlotte, NC","Nashville, TN",,2024,7,22,1,2024-07-22,WN,1040,1130.0,50.0,13.0,5.0,1105,1143.0,0,0,85.0,73.0,55.0,328.0,6,0,0,0,32,CLT,BNA
21.0,280,Texas,Texas,1727.0,1933.0,"El Paso, TX","San Antonio, TX",,2024,6,27,4,2024-06-27,WN,1650,1718.0,28.0,9.0,3.0,1915,1936.0,0,0,85.0,78.0,66.0,496.0,5,0,0,0,16,ELP,SAT
-5.0,3899,North Carolina,North Carolina,1327.0,1351.0,"Charlotte, NC","Asheville, NC",,2024,2,23,5,2024-02-23,MQ,1308,1307.0,-1.0,20.0,9.0,1405,1400.0,0,0,57.0,53.0,24.0,91.0,0,0,0,0,0,CLT,AVL
-24.0,4467,Virginia,Maine,1504.0,1611.0,"Washington, DC","Portland, ME",,2024,9,28,6,2024-09-28,YX,1454,1445.0,-9.0,19.0,7.0,1642,1618.0,0,0,108.0,93.0,67.0,482.0,0,0,0,0,0,DCA,PWM
31.0,2877,Colorado,Minnesota,1526.0,1754.0,"Denver, CO","Minneapolis, MN",,2024,6,26,3,2024-06-26,DL,1426,1513.0,47.0,13.0,7.0,1730,1801.0,0,0,124.0,108.0,88.0,680.0,0,0,0,0,31,DEN,MSP
36.0,5886,Colorado,Missouri,1838.0,2100.0,"Denver, CO","Springfield, MO",,2024,8,30,5,2024-08-30,OO,1730,1742.0,12.0,56.0,3.0,2027,2103.0,0,0,117.0,141.0,82.0,637.0,12,0,24,0,0,DEN,SGF
-29.0,553,Utah,Virginia,948.0,1525.0,"Salt Lake City, UT","Washington, DC",,2024,5,16,4,2024-05-16,DL,943,934.0,-9.0,14.0,6.0,1600,1531.0,0,0,257.0,237.0,217.0,1851.0,0,0,0,0,0,SLC,DCA
3.0,2933,Kentucky,Florida,1530.0,1655.0,"Lexington, KY","Sanford, FL",,2024,9,15,7,2024-09-15,G4,1504,1518.0,14.0,12.0,7.0,1659,1702.0,0,0,115.0,104.0,85.0,667.0,0,0,0,0,0,LEX,SFB
