arr_delay,op_carrier_fl_num,origin_state_nm,dest_state_nm,wheels_off,wheels_on,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,crs_dep_time,dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,origin,dest
-6.0,2297,Hawaii,Hawaii,1934.0,2014.0,"Honolulu, HI","Hilo, HI",,2024,5,21,2,2024-05-21,WN,1925,1922.0,-3.0,12.0,5.0,2025,2019.0,0,0,60.0,57.0,40.0,216.0,0,0,0,0,0,HNL,ITO
-16.0,427,Oregon,Nevada,1213.0,1400.0,"Portland, OR","Las Vegas, NV",,2024,3,6,3,2024-03-06,NK,1209,1204.0,-5.0,9.0,6.0,1422,1406.0,0,0,133.0,122.0,107.0,763.0,0,0,0,0,0,PDX,LAS
-47.0,548,New Jersey,California,1413.0,1620.0,"Newark, NJ","San Francisco, CA",,2024,3,18,1,2024-03-18,UA,1400,1355.0,-5.0,18.0,10.0,1717,1630.0,0,0,377.0,335.0,307.0,2565.0,0,0,0,0,0,EWR,SFO
-2.0,3871,Arizona,Utah,1242.0,1406.0,"Tucson, AZ","Salt Lake City, UT",,2024,2,27,2,2024-02-27,OO,1210,1200.0,-10.0,42.0,4.0,1412,1410.0,0,0,122.0,130.0,84.0,601.0,0,0,0,0,0,TUS,SLC
-13.0,3368,Florida,Florida,1450.0,1532.0,"Miami, FL","Tampa, FL",,2024,5,7,2,2024-05-07,MQ,1440,1434.0,-6.0,16.0,3.0,1548,1535.0,0,0,68.0,61.0,42.0,204.0,0,0,0,0,0,MIA,TPA
1.0,4099,Florida,Texas,921.0,1041.0,"Orlando, FL","Austin, TX",,2024,6,10,1,2024-06-10,WN,905,907.0,2.0,14.0,5.0,1045,1046.0,0,0,160.0,159.0,140.0,994.0,0,0,0,0,0,MCO,AUS
6.0,3888,South Carolina,Tennessee,1121.0,1116.0,"Greer, SC","Nashville, TN",,2024,11,14,4,2024-11-14,WN,1055,1112.0,17.0,9.0,5.0,1115,1121.0,0,0,80.0,69.0,55.0,265.0,0,0,0,0,0,GSP,BNA
-8.0,1519,Minnesota,Michigan,1257.0,1509.0,"Minneapolis, MN","Detroit, MI",,2024,11,12,2,2024-11-12,DL,1245,1242.0,-3.0,15.0,9.0,1526,1518.0,0,0,101.0,96.0,72.0,528.0,0,0,0,0,0,MSP,DTW
4.0,5026,South Carolina,Virginia,1050.0,1218.0,"Columbia, SC","Washington, DC",,2024,3,13,3,2024-03-13,OH,1044,1032.0,-12.0,18.0,5.0,1219,1223.0,0,0,95.0,111.0,88.0,408.0,0,0,0,0,0,CAE,DCA
277.0,678,Florida,Florida,1202.0,1240.0,"Tampa, FL","Miami, FL",,2024,11,3,7,2024-11-03,AA,700,1150.0,290.0,12.0,6.0,809,1246.0,0,0,69.0,56.0,38.0,204.0,277,0,0,0,0,TPA,MIA
-18.0,3350,Indiana,Florida,1933.0,2123.0,"Indianapolis, IN","Tampa, FL",,2024,4,7,7,2024-04-07,NK,1930,1922.0,-8.0,11.0,8.0,2149,2131.0,0,0,139.0,129.0,110.0,837.0,0,0,0,0,0,IND,TPA
-11.0,3959,Illinois,Tennessee,1539.0,1653.0,"Chicago, IL","Memphis, TN",,2024,8,16,5,2024-08-16,MQ,1528,1527.0,-1.0,12.0,7.0,1711,1700.0,0,0,103.0,93.0,74.0,491.0,0,0,0,0,0,ORD,MEM
-15.0,588,Washington,Texas,757.0,1316.0,"Seattle, WA","Dallas, TX",,2024,5,19,7,2024-05-19,AS,735,732.0,-3.0,25.0,3.0,1334,1319.0,0,0,239.0,227.0,199.0,1670.0,0,0,0,0,0,SEA,DAL
-12.0,3451,California,California,2031.0,2136.0,"San Francisco, CA","Santa Ana, CA",,2024,12,28,6,2024-12-28,OO,2021,2011.0,-10.0,20.0,6.0,2154,2142.0,0,0,93.0,91.0,65.0,372.0,0,0,0,0,0,SFO,SNA
-20.0,2604,Michigan,New York,1832.0,1940.0,"Detroit, MI","New York, NY",,2024,2,12,1,2024-02-12,DL,1815,1810.0,-5.0,22.0,10.0,2010,1950.0,0,0,115.0,100.0,68.0,502.0,0,0,0,0,0,DTW,LGA
-19.0,752,Pennsylvania,New York,2124.0,2210.0,"Philadelphia, PA","Buffalo, NY",,2024,8,25,7,2024-08-25,AA,2115,2109.0,-6.0,15.0,7.0,2236,2217.0,0,0,81.0,68.0,46.0,279.0,0,0,0,0,0,PHL,BUF
-7.0,348,Florida,New Jersey,622.0,828.0,"Tampa, FL","Atlantic City, NJ",,2024,6,17,1,2024-06-17,NK,615,609.0,-6.0,13.0,6.0,841,834.0,0,0,146.0,145.0,126.0,913.0,0,0,0,0,0,TPA,ACY
-10.0,134,Hawaii,Hawaii,741.0,801.0,"Lihue, HI","Honolulu, HI",,2024,9,1,7,2024-09-01,HA,740,734.0,-6.0,7.0,6.0,817,807.0,0,0,37.0,33.0,20.0,102.0,0,0,0,0,0,LIH,HNL
-8.0,4157,Nevada,California,2312.0,14.0,"Las Vegas, NV","San Francisco, CA",,2024,6,11,2,2024-06-11,F9,2303,2256.0,-7.0,16.0,22.0,44,36.0,0,0,101.0,100.0,62.0,414.0,0,0,0,0,0,LAS,SFO
48.0,5235,West Virginia,North Carolina,1925.0,2004.0,"Charleston/Dunbar, WV","Charlotte, NC",,2024,12,6,5,2024-12-06,OH,1757,1911.0,74.0,14.0,22.0,1938,2026.0,0,0,101.0,75.0,39.0,221.0,26,0,0,0,22,CRW,CLT
-25.0,141,Arizona,Alaska,1816.0,2226.0,"Phoenix, AZ","Anchorage, AK",,2024,8,18,7,2024-08-18,AS,1815,1800.0,-15.0,16.0,4.0,2255,2230.0,0,0,340.0,330.0,310.0,2552.0,0,0,0,0,0,PHX,ANC
-19.0,40,Texas,Indiana,1755.0,2034.0,"Dallas, TX","Indianapolis, IN",,2024,10,15,2,2024-10-15,WN,1750,1745.0,-5.0,10.0,2.0,2055,2036.0,0,0,125.0,111.0,99.0,755.0,0,0,0,0,0,DAL,IND
-13.0,573,Georgia,Puerto Rico,825.0,1228.0,"Atlanta, GA","San Juan, PR",,2024,1,23,2,2024-01-23,DL,815,813.0,-2.0,12.0,3.0,1244,1231.0,0,0,209.0,198.0,183.0,1547.0,0,0,0,0,0,ATL,SJU
-30.0,2200,Ohio,Georgia,1310.0,1419.0,"Columbus, OH","Atlanta, GA",,2024,1,4,4,2024-01-04,DL,1310,1301.0,-9.0,9.0,4.0,1453,1423.0,0,0,103.0,82.0,69.0,447.0,0,0,0,0,0,CMH,ATL
-15.0,563,Illinois,New Jersey,728.0,1004.0,"Chicago, IL","Newark, NJ",,2024,9,14,6,2024-09-14,UA,715,711.0,-4.0,17.0,11.0,1030,1015.0,0,0,135.0,124.0,96.0,719.0,0,0,0,0,0,ORD,EWR
-3.0,2141,Colorado,Arizona,1500.0,1530.0,"Denver, CO","Phoenix, AZ",,2024,9,7,6,2024-09-07,F9,1445,1444.0,-1.0,16.0,8.0,1541,1538.0,0,0,116.0,114.0,90.0,602.0,0,0,0,0,0,DEN,PHX
-26.0,3750,Illinois,South Dakota,2146.0,2252.0,"Chicago, IL","Sioux Falls, SD",,2024,1,28,7,2024-01-28,MQ,2140,2133.0,-7.0,13.0,6.0,2324,2258.0,0,0,104.0,85.0,66.0,462.0,0,0,0,0,0,ORD,FSD
4.0,5015,Pennsylvania,Rhode Island,1115.0,1202.0,"Philadelphia, PA","Providence, RI",,2024,6,11,2,2024-06-11,OH,1040,1037.0,-3.0,38.0,2.0,1200,1204.0,0,0,80.0,87.0,47.0,237.0,0,0,0,0,0,PHL,PVD
-8.0,461,Texas,New York,622.0,1009.0,"Dallas/Fort Worth, TX","New York, NY",,2024,3,25,1,2024-03-25,DL,605,603.0,-2.0,19.0,14.0,1031,1023.0,0,0,206.0,200.0,167.0,1389.0,0,0,0,0,0,DFW,LGA
-20.0,2190,New York,Georgia,2000.0,2156.0,"New York, NY","Atlanta, GA",,2024,3,1,5,2024-03-01,DL,1940,1947.0,7.0,13.0,10.0,2226,2206.0,0,0,166.0,139.0,116.0,760.0,0,0,0,0,0,JFK,ATL
-23.0,4589,New York,Virginia,2209.0,2300.0,"New York, NY","Norfolk, VA",,2024,1,21,7,2024-01-21,YX,2205,2156.0,-9.0,13.0,10.0,2333,2310.0,0,0,88.0,74.0,51.0,296.0,0,0,0,0,0,LGA,ORF
30.0,1050,California,California,1424.0,1526.0,"San Diego, CA","San Jose, CA",,2024,2,20,2,2024-02-20,WN,1330,1402.0,32.0,22.0,4.0,1500,1530.0,0,0,90.0,88.0,62.0,417.0,2,0,0,0,28,SAN,SJC
-10.0,2389,Arizona,Missouri,1241.0,1700.0,"Phoenix, AZ","St. Louis, MO",,2024,4,13,6,2024-04-13,AA,1219,1214.0,-5.0,27.0,6.0,1716,1706.0,0,0,177.0,172.0,139.0,1262.0,0,0,0,0,0,PHX,STL
21.0,4327,New York,Maryland,1506.0,1556.0,"Islip, NY","Baltimore, MD",,2024,7,5,5,2024-07-05,WN,1425,1456.0,31.0,10.0,5.0,1540,1601.0,0,0,75.0,65.0,50.0,220.0,0,0,10,0,11,ISP,BWI
0.0,3218,Colorado,Ohio,831.0,1249.0,"Denver, CO","Columbus, OH",,2024,12,26,4,2024-12-26,WN,820,821.0,1.0,10.0,11.0,1300,1300.0,0,0,160.0,159.0,138.0,1154.0,0,0,0,0,0,DEN,CMH
2.0,2332,Georgia,Virginia,830.0,952.0,"Atlanta, GA","Washington, DC",,2024,2,22,4,2024-02-22,DL,815,809.0,-6.0,21.0,6.0,956,958.0,0,0,101.0,109.0,82.0,534.0,0,0,0,0,0,ATL,IAD
84.0,5370,North Carolina,North Carolina,2123.0,2149.0,"Asheville, NC","Charlotte, NC",,2024,5,4,6,2024-05-04,OH,1941,2104.0,83.0,19.0,17.0,2042,2206.0,0,0,61.0,62.0,26.0,91.0,0,0,1,0,83,AVL,CLT
5.0,3780,Michigan,New York,1517.0,1629.0,"Detroit, MI","White Plains, NY",,2024,7,15,1,2024-07-15,OO,1453,1451.0,-2.0,26.0,6.0,1630,1635.0,0,0,97.0,104.0,72.0,505.0,0,0,0,0,0,DTW,HPN
7.0,3024,California,California,1805.0,1907.0,"Long Beach, CA","Sacramento, CA",,2024,11,13,3,2024-11-13,WN,1740,1758.0,18.0,7.0,5.0,1905,1912.0,0,0,85.0,74.0,62.0,387.0,0,0,0,0,0,LGB,SMF
-4.0,472,Texas,Texas,1011.0,1021.0,"San Antonio, TX","El Paso, TX",,2024,7,12,5,2024-07-12,WN,1005,1002.0,-3.0,9.0,5.0,1030,1026.0,0,0,85.0,84.0,70.0,496.0,0,0,0,0,0,SAT,ELP
-20.0,1429,California,Colorado,1136.0,1430.0,"Santa Ana, CA","Denver, CO",,2024,7,11,4,2024-07-11,UA,1132,1123.0,-9.0,13.0,6.0,1456,1436.0,0,0,144.0,133.0,114.0,846.0,0,0,0,0,0,SNA,DEN
367.0,2679,Texas,Florida,1901.0,2206.0,"Dallas/Fort Worth, TX","Sarasota/Bradenton, FL",,2024,3,9,6,2024-03-09,AA,1230,1835.0,365.0,26.0,4.0,1603,2210.0,0,0,153.0,155.0,125.0,945.0,0,0,2,0,365,DFW,SRQ
-20.0,1728,California,Texas,1131.0,1628.0,"San Francisco, CA","Dallas/Fort Worth, TX",,2024,4,28,7,2024-04-28,UA,1105,1105.0,0.0,26.0,10.0,1658,1638.0,0,0,233.0,213.0,177.0,1464.0,0,0,0,0,0,SFO,DFW
18.0,462,Nevada,Texas,814.0,1231.0,"Las Vegas, NV","San Antonio, TX",,2024,9,4,3,2024-09-04,NK,745,736.0,-9.0,38.0,7.0,1220,1238.0,0,0,155.0,182.0,137.0,1069.0,0,0,18,0,0,LAS,SAT
5.0,995,Missouri,North Carolina,924.0,1202.0,"St. Louis, MO","Raleigh/Durham, NC",,2024,9,15,7,2024-09-15,WN,910,907.0,-3.0,17.0,3.0,1200,1205.0,0,0,110.0,118.0,98.0,667.0,0,0,0,0,0,STL,RDU
27.0,5671,Wisconsin,Illinois,1150.0,1218.0,"Milwaukee, WI","Chicago, IL",,2024,8,8,4,2024-08-08,OO,1101,1128.0,27.0,22.0,14.0,1205,1232.0,0,0,64.0,64.0,28.0,67.0,0,0,0,0,27,MKE,ORD
71.0,2493,California,Colorado,1842.0,2136.0,"San Diego, CA","Denver, CO",,2024,7,24,3,2024-07-24,WN,1715,1829.0,74.0,13.0,15.0,2040,2151.0,0,0,145.0,142.0,114.0,853.0,0,0,0,0,71,SAN,DEN
-2.0,1514,Louisiana,Texas,1933.0,2042.0,"New Orleans, LA","Dallas, TX",,2024,9,12,4,2024-09-12,WN,1925,1922.0,-3.0,11.0,6.0,2050,2048.0,0,0,85.0,86.0,69.0,436.0,0,0,0,0,0,MSY,DAL
-20.0,506,Tennessee,Texas,1248.0,1354.0,"Memphis, TN","Dallas, TX",,2024,3,27,3,2024-03-27,WN,1245,1241.0,-4.0,7.0,6.0,1420,1400.0,0,0,95.0,79.0,66.0,423.0,0,0,0,0,0,MEM,DAL
0.0,271,Texas,Colorado,615.0,742.0,"El Paso, TX","Denver, CO",,2024,11,29,5,2024-11-29,WN,600,559.0,-1.0,16.0,8.0,750,750.0,0,0,110.0,111.0,87.0,563.0,0,0,0,0,0,ELP,DEN
9.0,367,California,California,902.0,1001.0,"Los Angeles, CA","Oakland, CA",,2024,4,13,6,2024-04-13,WN,830,825.0,-5.0,37.0,3.0,955,1004.0,0,0,85.0,99.0,59.0,337.0,0,0,0,0,0,LAX,OAK
-20.0,2128,Kansas,Georgia,1636.0,1918.0,"Wichita, KS","Atlanta, GA",,2024,11,23,6,2024-11-23,DL,1632,1625.0,-7.0,11.0,6.0,1944,1924.0,0,0,132.0,119.0,102.0,782.0,0,0,0,0,0,ICT,ATL
49.0,2367,Florida,Illinois,1744.0,1917.0,"Sarasota/Bradenton, FL","Chicago, IL",,2024,4,22,1,2024-04-22,AA,1632,1725.0,53.0,19.0,9.0,1837,1926.0,0,0,185.0,181.0,153.0,1050.0,0,0,0,0,49,SRQ,ORD
-18.0,4294,California,Arizona,1620.0,1751.0,"San Jose, CA","Phoenix, AZ",,2024,8,17,6,2024-08-17,F9,1620,1602.0,-18.0,18.0,7.0,1816,1758.0,0,0,116.0,116.0,91.0,621.0,0,0,0,0,0,SJC,PHX
-32.0,5679,Massachusetts,Pennsylvania,2004.0,2116.0,"Boston, MA","Pittsburgh, PA",,2024,10,15,2,2024-10-15,YX,1955,1944.0,-11.0,20.0,3.0,2151,2119.0,0,0,116.0,95.0,72.0,496.0,0,0,0,0,0,BOS,PIT
17.0,1783,New Jersey,Florida,1948.0,2138.0,"Newark, NJ","Jacksonville, FL",,2024,5,28,2,2024-05-28,UA,1850,1926.0,36.0,22.0,3.0,2124,2141.0,0,0,154.0,135.0,110.0,820.0,17,0,0,0,0,EWR,JAX
43.0,4287,California,Nevada,1843.0,1930.0,"Los Angeles, CA","Las Vegas, NV",,2024,6,7,5,2024-06-07,WN,1735,1810.0,35.0,33.0,3.0,1850,1933.0,0,0,75.0,83.0,47.0,236.0,19,0,8,0,16,LAX,LAS
-19.0,3702,Texas,Texas,703.0,733.0,"Killeen, TX","Dallas/Fort Worth, TX",,2024,11,1,5,2024-11-01,MQ,700,650.0,-10.0,13.0,8.0,800,741.0,0,0,60.0,51.0,30.0,134.0,0,0,0,0,0,GRK,DFW
-5.0,3857,Washington,California,1402.0,1553.0,"Seattle, WA","San Francisco, CA",,2024,1,27,6,2024-01-27,OO,1340,1335.0,-5.0,27.0,5.0,1603,1558.0,0,0,143.0,143.0,111.0,679.0,0,0,0,0,0,SEA,SFO
-3.0,5630,Kansas,Illinois,758.0,924.0,"Wichita, KS","Chicago, IL",,2024,5,12,7,2024-05-12,OO,745,740.0,-5.0,18.0,18.0,945,942.0,0,0,120.0,122.0,86.0,588.0,0,0,0,0,0,ICT,ORD
-16.0,2877,Massachusetts,Illinois,1800.0,1915.0,"Boston, MA","Chicago, IL",,2024,12,8,7,2024-12-08,AA,1742,1739.0,-3.0,21.0,14.0,1945,1929.0,0,0,183.0,170.0,135.0,867.0,0,0,0,0,0,BOS,ORD
-10.0,4976,Georgia,Florida,1109.0,1216.0,"Atlanta, GA","Sarasota/Bradenton, FL",,2024,4,22,1,2024-04-22,WN,1100,1055.0,-5.0,14.0,4.0,1230,1220.0,0,0,90.0,85.0,67.0,444.0,0,0,0,0,0,ATL,SRQ
30.0,2261,Texas,Texas,1106.0,1135.0,"Houston, TX","Austin, TX",,2024,11,14,4,2024-11-14,UA,1005,1001.0,-4.0,65.0,3.0,1108,1138.0,0,0,63.0,97.0,29.0,140.0,0,0,30,0,0,IAH,AUS
-6.0,2892,Georgia,Ohio,1546.0,1650.0,"Atlanta, GA","Columbus, OH",,2024,11,16,6,2024-11-16,DL,1531,1530.0,-1.0,16.0,5.0,1701,1655.0,0,0,90.0,85.0,64.0,447.0,0,0,0,0,0,ATL,CMH
-24.0,183,Illinois,Nevada,850.0,1015.0,"Chicago, IL","Las Vegas, NV",,2024,9,21,6,2024-09-21,NK,840,838.0,-2.0,12.0,5.0,1044,1020.0,0,0,244.0,222.0,205.0,1514.0,0,0,0,0,0,ORD,LAS
16.0,958,Texas,California,615.0,704.0,"Houston, TX","San Diego, CA",,2024,6,20,4,2024-06-20,NK,609,600.0,-9.0,15.0,28.0,716,732.0,0,0,187.0,212.0,169.0,1303.0,0,0,16,0,0,IAH,SAN
0.0,1960,California,North Carolina,704.0,1444.0,"San Francisco, CA","Charlotte, NC",,2024,1,30,2,2024-01-30,AA,700,650.0,-10.0,14.0,12.0,1456,1456.0,0,0,296.0,306.0,280.0,2296.0,0,0,0,0,0,SFO,CLT
-6.0,318,Colorado,Oregon,1125.0,1253.0,"Denver, CO","Eugene, OR",,2024,11,29,5,2024-11-29,UA,1115,1114.0,-1.0,11.0,8.0,1307,1301.0,0,0,172.0,167.0,148.0,996.0,0,0,0,0,0,DEN,EUG
-5.0,2925,North Carolina,North Carolina,1849.0,1925.0,"Charlotte, NC","Wilmington, NC",,2024,9,18,3,2024-09-18,AA,1826,1831.0,5.0,18.0,3.0,1933,1928.0,0,0,67.0,57.0,36.0,185.0,0,0,0,0,0,CLT,ILM
20.0,2398,Virginia,New Jersey,1810.0,1900.0,"Washington, DC","Newark, NJ",,2024,7,4,4,2024-07-04,UA,1724,1757.0,33.0,13.0,10.0,1850,1910.0,0,0,86.0,73.0,50.0,212.0,0,11,0,0,9,IAD,EWR
-3.0,1808,Florida,Indiana,2110.0,2313.0,"Orlando, FL","Indianapolis, IN",,2024,6,5,3,2024-06-05,WN,2050,2054.0,4.0,16.0,4.0,2320,2317.0,0,0,150.0,143.0,123.0,829.0,0,0,0,0,0,MCO,IND
80.0,1652,Nevada,California,1413.0,1456.0,"Las Vegas, NV","Burbank, CA",,2024,6,23,7,2024-06-23,NK,1226,1355.0,89.0,18.0,6.0,1342,1502.0,0,0,76.0,67.0,43.0,223.0,80,0,0,0,0,LAS,BUR
-40.0,2641,Connecticut,North Carolina,1718.0,1846.0,"Hartford, CT","Charlotte, NC",,2024,10,5,6,2024-10-05,AA,1719,1705.0,-14.0,13.0,8.0,1934,1854.0,0,0,135.0,109.0,88.0,644.0,0,0,0,0,0,BDL,CLT
33.0,5550,Illinois,Missouri,2041.0,2155.0,"Chicago, IL","Springfield, MO",,2024,1,18,4,2024-01-18,OO,1946,1948.0,2.0,53.0,16.0,2138,2211.0,0,0,112.0,143.0,74.0,438.0,2,0,31,0,0,ORD,SGF
6.0,2845,Minnesota,Connecticut,2015.0,2323.0,"Minneapolis, MN","Hartford, CT",,2024,6,1,6,2024-06-01,DL,1950,1951.0,1.0,24.0,7.0,2324,2330.0,0,0,154.0,159.0,128.0,1050.0,0,0,0,0,0,MSP,BDL
-5.0,2466,California,Colorado,1525.0,1815.0,"Los Angeles, CA","Denver, CO",,2024,6,6,4,2024-06-06,DL,1520,1512.0,-8.0,13.0,19.0,1839,1834.0,0,0,139.0,142.0,110.0,862.0,0,0,0,0,0,LAX,DEN
-8.0,3709,Illinois,Minnesota,645.0,748.0,"Chicago, IL","Minneapolis, MN",,2024,12,26,4,2024-12-26,OO,620,614.0,-6.0,31.0,10.0,806,758.0,0,0,106.0,104.0,63.0,334.0,0,0,0,0,0,ORD,MSP
-17.0,1182,Nevada,California,2204.0,2246.0,"Las Vegas, NV","San Diego, CA",,2024,9,8,7,2024-09-08,WN,2155,2149.0,-6.0,15.0,2.0,2305,2248.0,0,0,70.0,59.0,42.0,258.0,0,0,0,0,0,LAS,SAN
1.0,1972,Colorado,Missouri,1159.0,1437.0,"Denver, CO","St. Louis, MO",,2024,11,22,5,2024-11-22,WN,1140,1140.0,0.0,19.0,4.0,1440,1441.0,0,0,120.0,121.0,98.0,770.0,0,0,0,0,0,DEN,STL
27.0,3020,Washington,Texas,207.0,723.0,"Seattle, WA","Dallas/Fort Worth, TX",,2024,7,18,4,2024-07-18,AA,114,151.0,37.0,16.0,13.0,709,736.0,0,0,235.0,225.0,196.0,1660.0,0,0,0,0,27,SEA,DFW
-17.0,4738,New York,New York,817.0,911.0,"New York, NY","Buffalo, NY",,2024,7,9,2,2024-07-09,YX,810,803.0,-7.0,14.0,6.0,934,917.0,0,0,84.0,74.0,54.0,292.0,0,0,0,0,0,LGA,BUF
9.0,387,Hawaii,Hawaii,1847.0,1918.0,"Kona, HI","Honolulu, HI",,2024,2,11,7,2024-02-11,HA,1835,1837.0,2.0,10.0,13.0,1922,1931.0,0,0,47.0,54.0,31.0,163.0,0,0,0,0,0,KOA,HNL
-5.0,5997,California,California,836.0,951.0,"Palm Springs, CA","San Francisco, CA",,2024,4,9,2,2024-04-09,OO,820,812.0,-8.0,24.0,10.0,1006,1001.0,0,0,106.0,109.0,75.0,421.0,0,0,0,0,0,PSP,SFO
-19.0,3689,Virginia,Pennsylvania,1717.0,1754.0,"Washington, DC","Pittsburgh, PA",,2024,3,18,1,2024-03-18,YX,1708,1704.0,-4.0,13.0,5.0,1818,1759.0,0,0,70.0,55.0,37.0,182.0,0,0,0,0,0,IAD,PIT
21.0,1604,Minnesota,California,1452.0,1640.0,"Minneapolis, MN","Los Angeles, CA",,2024,1,22,1,2024-01-22,DL,1420,1437.0,17.0,15.0,10.0,1629,1650.0,0,0,249.0,253.0,228.0,1535.0,3,0,4,0,14,MSP,LAX
62.0,939,California,New York,1228.0,2038.0,"Los Angeles, CA","New York, NY",,2024,7,15,1,2024-07-15,DL,1200,1203.0,3.0,25.0,75.0,2051,2153.0,0,0,351.0,410.0,310.0,2475.0,0,0,62,0,0,LAX,JFK
8.0,195,Hawaii,Hawaii,1026.0,1102.0,"Kahului, HI","Honolulu, HI",,2024,10,22,2,2024-10-22,HA,1020,1021.0,1.0,5.0,12.0,1106,1114.0,0,0,46.0,53.0,36.0,100.0,0,0,0,0,0,OGG,HNL
-3.0,3366,South Carolina,Texas,1207.0,1322.0,"Greer, SC","Dallas/Fort Worth, TX",,2024,12,14,6,2024-12-14,MQ,1154,1155.0,1.0,12.0,16.0,1341,1338.0,0,0,167.0,163.0,135.0,862.0,0,0,0,0,0,GSP,DFW
19.0,739,New York,Puerto Rico,1741.0,2106.0,"New York, NY","Aguadilla, PR",,2024,8,22,4,2024-08-22,B6,1650,1713.0,23.0,28.0,6.0,2053,2112.0,0,0,243.0,239.0,205.0,1576.0,0,0,0,19,0,JFK,BQN
-6.0,4017,Texas,Texas,1052.0,1144.0,"Austin, TX","Mission/McAllen/Edinburg, TX",,2024,5,14,2,2024-05-14,OO,1030,1032.0,2.0,20.0,4.0,1154,1148.0,0,0,84.0,76.0,52.0,279.0,0,0,0,0,0,AUS,MFE
-17.0,4582,New York,Tennessee,2141.0,2326.0,"New York, NY","Memphis, TN",,2024,1,19,5,2024-01-19,YX,2129,2122.0,-7.0,19.0,4.0,2347,2330.0,0,0,198.0,188.0,165.0,963.0,0,0,0,0,0,LGA,MEM
-20.0,2470,Georgia,Oklahoma,818.0,856.0,"Atlanta, GA","Tulsa, OK",,2024,10,11,5,2024-10-11,DL,815,808.0,-7.0,10.0,3.0,919,859.0,0,0,124.0,111.0,98.0,674.0,0,0,0,0,0,ATL,TUL
-15.0,1602,New York,New York,927.0,1028.0,"New York, NY","Buffalo, NY",,2024,2,11,7,2024-02-11,B6,915,907.0,-8.0,20.0,4.0,1047,1032.0,0,0,92.0,85.0,61.0,301.0,0,0,0,0,0,JFK,BUF
-21.0,3446,Washington,California,1936.0,2150.0,"Seattle, WA","Palm Springs, CA",,2024,4,1,1,2024-04-01,OO,1925,1922.0,-3.0,14.0,4.0,2215,2154.0,0,0,170.0,152.0,134.0,987.0,0,0,0,0,0,SEA,PSP
-9.0,198,Alaska,Oregon,138.0,545.0,"Anchorage, AK","Portland, OR",,2024,9,27,5,2024-09-27,AS,131,129.0,-2.0,9.0,6.0,600,551.0,0,0,209.0,202.0,187.0,1542.0,0,0,0,0,0,ANC,PDX
-14.0,3781,Oregon,Washington,515.0,615.0,"Medford, OR","Seattle, WA",,2024,1,14,7,2024-01-14,OO,500,500.0,0.0,15.0,11.0,640,626.0,0,0,100.0,86.0,60.0,352.0,0,0,0,0,0,MFR,SEA
-17.0,5561,Virginia,Pennsylvania,1635.0,1723.0,"Norfolk, VA","Philadelphia, PA",,2024,10,11,5,2024-10-11,OH,1632,1620.0,-12.0,15.0,4.0,1744,1727.0,0,0,72.0,67.0,48.0,212.0,0,0,0,0,0,ORF,PHL
-4.0,323,Connecticut,Georgia,1615.0,1832.0,"Hartford, CT","Atlanta, GA",,2024,2,18,7,2024-02-18,DL,1600,1601.0,1.0,14.0,5.0,1841,1837.0,0,0,161.0,156.0,137.0,859.0,0,0,0,0,0,BDL,ATL
-21.0,5264,Alabama,Georgia,1207.0,1337.0,"Huntsville, AL","Atlanta, GA",,2024,1,20,6,2024-01-20,9E,1203,1152.0,-11.0,15.0,4.0,1402,1341.0,0,0,59.0,49.0,30.0,151.0,0,0,0,0,0,HSV,ATL
-23.0,5050,Louisiana,Georgia,1842.0,2056.0,"Shreveport, LA","Atlanta, GA",,2024,10,8,2,2024-10-08,9E,1839,1828.0,-11.0,14.0,10.0,2129,2106.0,0,0,110.0,98.0,74.0,551.0,0,0,0,0,0,SHV,ATL
-9.0,891,Nevada,California,2021.0,2058.0,"Las Vegas, NV","Santa Ana, CA",,2024,8,27,2,2024-08-27,NK,2000,2006.0,6.0,15.0,4.0,2111,2102.0,0,0,71.0,56.0,37.0,226.0,0,0,0,0,0,LAS,SNA
-23.0,3025,Arkansas,Georgia,1859.0,2102.0,"Little Rock, AR","Atlanta, GA",,2024,10,3,4,2024-10-03,DL,1902,1846.0,-16.0,13.0,15.0,2140,2117.0,0,0,98.0,91.0,63.0,453.0,0,0,0,0,0,LIT,ATL
97.0,5664,California,Maryland,1412.0,2142.0,"Los Angeles, CA","Baltimore, MD",,2024,4,4,4,2024-04-04,WN,1220,1359.0,99.0,13.0,10.0,2015,2152.0,0,0,295.0,293.0,270.0,2329.0,96,0,0,0,1,LAX,BWI
-23.0,2419,Arizona,Ohio,2317.0,531.0,"Phoenix, AZ","Cleveland, OH",,2024,4,29,1,2024-04-29,UA,2310,2301.0,-9.0,16.0,8.0,602,539.0,0,0,232.0,218.0,194.0,1737.0,0,0,0,0,0,PHX,CLE
-24.0,4785,California,California,1553.0,1702.0,"Palm Springs, CA","San Francisco, CA",,2024,1,17,3,2024-01-17,OO,1545,1538.0,-7.0,15.0,8.0,1734,1710.0,0,0,109.0,92.0,69.0,421.0,0,0,0,0,0,PSP,SFO
